10,1715
10.05,1746
10.1,1699
10.15,1698
10.2,1784
10.25,1759
10.3,1747
10.35,1734
10.4,1707
10.45,1704
10.5,1699
10.55,1717
10.6,1693
10.65,1661
10.7,1734
10.75,1706
10.8,1719
10.85,1717
10.9,1689
10.95,1729
11,1718
11.05,1707
11.1,1726
11.15,1609
11.2,1732
11.25,1703
11.3,1669
11.35,1741
11.4,1727
11.45,1753
11.5,1762
11.55,1718
11.6,1682
11.65,1773
11.7,1714
11.75,1759
11.8,1673
11.85,1711
11.9,1705
11.95,1723
12,1704
12.05,1756
12.1,1624
12.15,1698
12.2,1694
12.25,1649
12.3,1641
12.35,1694
12.4,1634
12.45,1595
12.5,1620
12.55,1605
12.6,1730
12.65,1676
12.7,1637
12.75,1660
12.8,1579
12.85,1573
12.9,1668
12.95,1611
13,1546
13.05,1626
13.1,1696
13.15,1640
13.2,1545
13.25,1555
13.3,1560
13.35,1584
13.4,1587
13.45,1546
13.5,1558
13.55,1668
13.6,1647
13.65,1621
13.7,1630
13.75,1505
13.8,1620
13.85,1562
13.9,1597
13.95,1536
14,1608
14.05,1587
14.1,1544
14.15,1577
14.2,1515
14.25,1551
14.3,1574
14.35,1516
14.4,1556
14.45,1600
14.5,1544
14.55,1574
14.6,1547
14.65,1516
14.7,1515
14.75,1550
14.8,1520
14.85,1467
14.9,1562
14.95,1486
15,1533
15.05,1571
15.1,1596
15.15,1570
15.2,1567
15.25,1595
15.3,1545
15.35,1549
15.4,1545
15.45,1608
15.5,1528
15.55,1453
15.6,1489
15.65,1540
15.7,1573
15.75,1495
15.8,1477
15.85,1582
15.9,1581
15.95,1544
16,1557
16.05,1504
16.1,1473
16.15,1513
16.2,1484
16.25,1580
16.3,1468
16.35,1490
16.4,1568
16.45,1496
16.5,1472
16.55,1541
16.6,1526
16.65,1446
16.7,1537
16.75,1530
16.8,1554
16.85,1457
16.9,1512
16.95,1489
17,1550
17.05,1506
17.1,1482
17.15,1486
17.2,1458
17.25,1497
17.3,1452
17.35,1581
17.4,1529
17.45,1521
17.5,1520
17.55,1516
17.6,1527
17.65,1504
17.7,1445
17.75,1488
17.8,1518
17.85,1522
17.9,1411
17.95,1519
18,1536
18.05,1487
18.1,1464
18.15,1547
18.2,1516
18.25,1535
18.3,1456
18.35,1511
18.4,1400
18.45,1516
18.5,1547
18.55,1452
18.6,1455
18.65,1512
18.7,1506
18.75,1521
18.8,1498
18.85,1457
18.9,1564
18.95,1564
19,1481
19.05,1567
19.1,1622
19.15,1696
19.2,1658
19.25,1611
19.3,1722
19.35,1700
19.4,1669
19.45,1774
19.5,1899
19.55,1838
19.6,1980
19.65,1979
19.7,2176
19.75,2060
19.8,1979
19.85,1931
19.9,1921
19.95,1891
20,1964
20.05,1941
20.1,1815
20.15,1851
20.2,1766
20.25,1832
20.3,1896
20.35,1750
20.4,1716
20.45,1744
20.5,1848
20.55,1946
20.6,1763
20.65,1993
20.7,2123
20.75,2081
20.8,1887
20.85,1855
20.9,1741
20.95,1720
21,1745
21.05,1750
21.1,1768
21.15,1705
21.2,1733
21.25,1624
21.3,1698
21.35,1692
21.4,1670
21.45,1615
21.5,1713
21.55,1708
21.6,1661
21.65,1759
21.7,1730
21.75,1824
21.8,1900
21.85,1875
21.9,1785
21.95,1730
22,1662
22.05,1569
22.1,1623
22.15,1630
22.2,1626
22.25,1526
22.3,1598
22.35,1599
22.4,1646
22.45,1511
22.5,1527
22.55,1567
22.6,1615
22.65,1606
22.7,1591
22.75,1602
22.8,1521
22.85,1471
22.9,1555
22.95,1617
23,1512
23.05,1525
23.1,1498
23.15,1593
23.2,1568
23.25,1622
23.3,1617
23.35,1585
23.4,1692
23.45,1694
23.5,1740
23.55,1668
23.6,1624
23.65,1635
23.7,1582
23.75,1540
23.8,1568
23.85,1624
23.9,1577
23.95,1493
24,1619
24.05,1643
24.1,1656
24.15,1613
24.2,1678
24.25,1581
24.3,1619
24.35,1590
24.4,1588
24.45,1565
24.5,1584
24.55,1638
24.6,1590
24.65,1602
24.7,1547
24.75,1581
24.8,1547
24.85,1611
24.9,1614
24.95,1543
25,1632
25.05,1627
25.1,1660
25.15,1606
25.2,1666
25.25,1549
25.3,1587
25.35,1622
25.4,1523
25.45,1598
25.5,1537
25.55,1555
25.6,1540
25.65,1562
25.7,1480
25.75,1477
25.8,1505
25.85,1500
25.9,1461
25.95,1530
26,1525
26.05,1455
26.1,1543
26.15,1494
26.2,1627
26.25,1636
26.3,1828
26.35,1980
26.4,2466
26.45,3079
26.5,3519
26.55,2917
26.6,2170
26.65,1770
26.7,1526
26.75,1527
26.8,1512
26.85,1495
26.9,1468
26.95,1482
27,1447
27.05,1454
27.1,1368
27.15,1461
27.2,1474
27.25,1542
27.3,1552
27.35,1646
27.4,1605
27.45,1655
27.5,1634
27.55,1761
27.6,1775
27.65,1850
27.7,1648
27.75,1677
27.8,1776
27.85,1740
27.9,1680
27.95,1540
28,1468
28.05,1400
28.1,1392
28.15,1359
28.2,1358
28.25,1378
28.3,1399
28.35,1371
28.4,1393
28.45,1362
28.5,1256
28.55,1359
28.6,1353
28.65,1264
28.7,1285
28.75,1277
28.8,1257
28.85,1311
28.9,1191
28.95,1293
29,1245
29.05,1213
29.1,1321
29.15,1198
29.2,1281
29.25,1191
29.3,1295
29.35,1350
29.4,1261
29.45,1434
29.5,1389
29.55,1484
29.6,1387
29.65,1427
29.7,1346
29.75,1348
29.8,1296
29.85,1267
29.9,1310
29.95,1355
30,1332
30.05,1350
30.1,1386
30.15,1391
30.2,1287
30.25,1316
30.3,1324
30.35,1322
30.4,1339
30.45,1238
30.5,1260
30.55,1215
30.6,1256
30.65,1272
30.7,1297
30.75,1265
30.8,1187
30.85,1229
30.9,1214
30.95,1198
31,1234
31.05,1251
31.1,1317
31.15,1196
31.2,1255
31.25,1195
31.3,1195
31.35,1248
31.4,1187
31.45,1176
31.5,1214
31.55,1150
31.6,1231
31.65,1143
31.7,1191
31.75,1232
31.8,1203
31.85,1170
31.9,1200
31.95,1165
32,1152
32.05,1183
32.1,1223
32.15,1211
32.2,1119
32.25,1181
32.3,1196
32.35,1124
32.4,1148
32.45,1172
32.5,1170
32.55,1193
32.6,1212
32.65,1166
32.7,1110
32.75,1197
32.8,1207
32.85,1179
32.9,1182
32.95,1190
33,1129
33.05,1164
33.1,1147
33.15,1157
33.2,1203
33.25,1137
33.3,1203
33.35,1148
33.4,1179
33.45,1201
33.5,1209
33.55,1205
33.6,1100
33.65,1131
33.7,1165
33.75,1241
33.8,1225
33.85,1162
33.9,1291
33.95,1245
34,1244
34.05,1223
34.1,1230
34.15,1255
34.2,1357
34.25,1349
34.3,1372
34.35,1199
34.4,1358
34.45,1328
34.5,1348
34.55,1350
34.6,1343
34.65,1459
34.7,1456
34.75,1450
34.8,1438
34.85,1441
34.9,1421
34.95,1430
35,1365
35.05,1376
35.1,1432
35.15,1435
35.2,1450
35.25,1382
35.3,1438
35.35,1534
35.4,1522
35.45,1518
35.5,1456
35.55,1451
35.6,1349
35.65,1316
35.7,1377
35.75,1298
35.8,1318
35.85,1266
35.9,1282
35.95,1257
36,1310
36.05,1236
36.1,1222
36.15,1227
36.2,1228
36.25,1228
36.3,1339
36.35,1346
36.4,1361
36.45,1346
36.5,1302
36.55,1284
36.6,1314
36.65,1276
36.7,1328
36.75,1261
36.8,1207
36.85,1211
36.9,1279
36.95,1253
37,1268
37.05,1295
37.1,1301
37.15,1278
37.2,1270
37.25,1249
37.3,1243
37.35,1244
37.4,1332
37.45,1301
37.5,1288
37.55,1353
37.6,1290
37.65,1251
37.7,1224
37.75,1274
37.8,1308
37.85,1279
37.9,1271
37.95,1219
38,1234
38.05,1278
38.1,1279
38.15,1268
38.2,1285
38.25,1261
38.3,1201
38.35,1214
38.4,1173
38.45,1253
38.5,1262
38.55,1214
38.6,1185
38.65,1148
38.7,1153
38.75,1163
38.8,1195
38.85,1204
38.9,1188
38.95,1157
39,1194
39.05,1197
39.1,1160
39.15,1192
39.2,1218
39.25,1176
39.3,1239
39.35,1274
39.4,1225
39.45,1221
39.5,1164
39.55,1107
39.6,1157
39.65,1200
39.7,1175
39.75,1117
39.8,1169
39.85,1210
39.9,1131
39.95,1145
40,1154
40.05,1174
40.1,1178
40.15,1199
40.2,1154
40.25,1208
40.3,1109
40.35,1198
40.4,1119
40.45,1180
40.5,1112
40.55,1155
40.6,1134
40.65,1133
40.7,1156
40.75,1126
40.8,1161
40.85,1134
40.9,1179
40.95,1071
41,1080
41.05,1079
41.1,1053
41.15,1163
41.2,1142
41.25,1101
41.3,1126
41.35,1137
41.4,1113
41.45,1069
41.5,1107
41.55,1122
41.6,1105
41.65,1104
41.7,1134
41.75,1133
41.8,1159
41.85,1105
41.9,1114
41.95,1140
42,1076
42.05,1165
42.1,1194
42.15,1198
42.2,1116
42.25,1218
42.3,1273
42.35,1186
42.4,1142
42.45,1092
42.5,1004
42.55,1110
42.6,1140
42.65,1059
42.7,1043
42.75,1090
42.8,1078
42.85,1089
42.9,1058
42.95,1043
43,1021
43.05,1042
43.1,998
43.15,1074
43.2,1111
43.25,1026
43.3,1059
43.35,1034
43.4,1026
43.45,1096
43.5,979
43.55,1009
43.6,1039
43.65,1043
43.7,1053
43.75,1019
43.8,1058
43.85,1012
43.9,1077
43.95,1031
44,1100
44.05,1029
44.1,1057
44.15,1051
44.2,1049
44.25,1056
44.3,1062
44.35,1022
44.4,1019
44.45,1021
44.5,1031
44.55,1048
44.6,1051
44.65,1103
44.7,1087
44.75,1099
44.8,1013
44.85,1036
44.9,1029
44.95,1148
45,1004
45.05,1025
45.1,1068
45.15,1071
45.2,1127
45.25,1052
45.3,1057
45.35,1018
45.4,1004
45.45,1109
45.5,1020
45.55,1131
45.6,1076
45.65,1097
45.7,1076
45.75,1074
45.8,1088
45.85,1058
45.9,980
45.95,1081
46,1018
46.05,998
46.1,1034
46.15,1014
46.2,1055
46.25,987
46.3,1001
46.35,985
46.4,985
46.45,996
46.5,1066
46.55,1025
46.6,920
46.65,994
46.7,994
46.75,1055
46.8,1017
46.85,996
46.9,1029
46.95,1068
47,996
47.05,967
47.1,992
47.15,998
47.2,941
47.25,1041
47.3,953
47.35,995
47.4,1071
47.45,1040
47.5,1065
47.55,954
47.6,1010
47.65,983
47.7,1018
47.75,988
47.8,993
47.85,985
47.9,985
47.95,997
48,986
48.05,1013
48.1,1016
48.15,1020
48.2,972
48.25,990
48.3,1001
48.35,1040
48.4,935
48.45,948
48.5,975
48.55,972
48.6,989
48.65,970
48.7,909
48.75,1012
48.8,1010
48.85,995
48.9,969
48.95,940
49,1003
49.05,980
49.1,985
49.15,968
49.2,998
49.25,983
49.3,983
49.35,897
49.4,982
49.45,1005
49.5,976
49.55,1021
49.6,1003
49.65,1031
49.7,1035
49.75,992
49.8,1041
49.85,977
49.9,1056
49.95,1164
50,1163
50.05,1175
50.1,1103
50.15,1008
50.2,1069
50.25,999
50.3,925
50.35,953
50.4,982
50.45,1010
50.5,985
50.55,974
50.6,1009
50.65,951
50.7,1038
50.75,951
50.8,991
50.85,985
50.9,960
50.95,956
51,982
51.05,1032
51.1,955
51.15,979
51.2,969
51.25,1008
51.3,911
51.35,924
51.4,980
51.45,934
51.5,938
51.55,962
51.6,950
51.65,1011
51.7,928
51.75,964
51.8,970
51.85,919
51.9,996
51.95,938
52,958
52.05,930
52.1,945
52.15,991
52.2,942
52.25,958
52.3,1010
52.35,978
52.4,960
52.45,979
52.5,975
52.55,959
52.6,941
52.65,970
52.7,919
52.75,997
52.8,1005
52.85,1004
52.9,926
52.95,1006
53,991
53.05,987
53.1,992
53.15,994
53.2,996
53.25,991
53.3,1006
53.35,976
53.4,997
53.45,1055
53.5,1005
53.55,1048
53.6,1028
53.65,962
53.7,1067
53.75,1043
53.8,1012
53.85,1054
53.9,1069
53.95,1030
54,978
54.05,1020
54.1,1033
54.15,959
54.2,1023
54.25,1011
54.3,1012
54.35,1008
54.4,1039
54.45,1007
54.5,1006
54.55,1059
54.6,1023
54.65,1085
54.7,1011
54.75,1072
54.8,1044
54.85,1068
54.9,1086
54.95,1034
55,1035
55.05,1012
55.1,1001
55.15,1059
55.2,1051
55.25,971
55.3,1048
55.35,1025
55.4,967
55.45,1025
55.5,1016
55.55,1021
55.6,966
55.65,967
55.7,969
55.75,986
55.8,965
55.85,1004
55.9,990
55.95,954
56,974
56.05,1010
56.1,974
56.15,954
56.2,949
56.25,995
56.3,977
56.35,943
56.4,1054
56.45,1008
56.5,1022
56.55,974
56.6,987
56.65,981
56.7,927
56.75,947
56.8,960
56.85,1000
56.9,977
56.95,949
57,955
57.05,993
57.1,923
57.15,984
57.2,997
57.25,900
57.3,941
57.35,963
57.4,958
57.45,984
57.5,987
57.55,915
57.6,869
57.65,944
57.7,937
57.75,981
57.8,992
57.85,963
57.9,976
57.95,876
58,966
58.05,962
58.1,982
58.15,939
58.2,913
58.25,902
58.3,951
58.35,978
58.4,1013
58.45,944
58.5,975
58.55,908
58.6,951
58.65,962
58.7,965
58.75,989
58.8,988
58.85,927
58.9,962
58.95,897
59,897
59.05,951
59.1,888
59.15,981
59.2,958
59.25,947
59.3,988
59.35,972
59.4,913
59.45,964
59.5,964
59.55,920
59.6,973
59.65,965
59.7,956
59.75,1059
59.8,1081
59.85,1026
59.9,1085
59.95,1120
60,987

