DWTR-WY-filter.str	DWTR-MN.str	DWTR-NC.str	DWTR-NC-filter-Ti.str	DWTR-TN.str	DWTR-TN-filter.str	DWTR-UT.str	DWTR-UT-filter.str	DWTR-WY.str	
2653	739	1275	587	492	278	1091	622	4077	
2211	666	1172	520	470	182	919	519	3543	
1782	562	935	395	387	165	811	430	2774	
1448	450	769	326	436	134	642	376	2461	
1096	391	654	285	402	145	601	347	2059	
868	335	636	222	298	103	520	247	1710	
719	275	490	156	288	87	427	195	1289	
581	218	425	122	232	74	388	174	1097	
448	228	346	100	210	52	306	149	921	
341	145	350	119	168	41	267	125	750	
262	139	273	80	195	43	225	84	641	
203	125	259	56	183	32	218	79	582	
152	134	210	38	142	29	150	52	447	
141	127	182	45	155	33	171	65	451	
129	119	174	39	157	21	199	35	447	
120	117	200	21	148	28	158	25	376	
76	97	176	22	138	18	171	33	327	
79	94	168	24	133	26	141	27	363	
70	99	180	25	122	19	166	39	315	
98	129	188	20	118	22	149	31	314	
89	130	154	37	114	21	138	28	346	
98	153	194	25	138	28	164	23	327	
108	139	178	28	129	17	149	30	332	
122	109	178	37	174	32	145	20	336	
96	114	241	34	187	19	150	26	383	
95	145	190	56	140	18	160	25	399	
105	165	225	39	157	26	159	22	419	
122	168	295	42	185	23	169	38	408	
152	147	277	56	228	43	158	31	451	
133	209	245	56	228	41	162	27	419	
145	163	308	48	204	34	171	27	446	
172	213	330	59	210	58	155	32	512	
195	175	374	76	228	45	159	42	488	
219	224	340	84	253	56	162	44	528	
256	223	383	81	275	62	208	48	535	
276	270	433	110	311	63	200	55	605	
299	282	510	132	350	56	195	63	614	
358	282	486	128	350	56	222	78	694	
473	277	506	132	399	76	253	83	783	
487	318	577	157	372	85	223	102	819	
577	363	577	177	436	103	255	126	922	
654	368	636	195	459	110	308	134	1054	
752	426	702	208	530	107	313	142	1137	
773	450	684	252	530	128	321	148	1252	
870	491	694	280	472	128	335	181	1406	
1039	501	848	263	533	138	428	224	1511	
1133	478	783	320	550	131	369	243	1588	
1178	524	836	322	531	128	424	223	1765	
1325	597	907	348	595	149	432	242	1865	
1367	544	842	360	573	179	514	250	1923	
1427	589	947	361	535	151	467	290	2018	
1508	585	986	381	676	168	485	268	2093	
1446	553	1063	385	670	171	434	256	2063	
1509	637	1024	430	640	161	504	290	2125	
1458	628	1026	344	590	176	470	268	2003	
1432	529	1006	407	535	183	520	264	2032	
1362	615	943	363	646	162	492	239	1996	
1364	597	1071	423	631	185	461	234	1999	
1238	602	1046	334	681	156	432	195	1793	
1147	620	941	336	638	167	408	217	1717	
995	510	1050	292	717	139	406	174	1627	
872	557	1004	329	666	162	315	158	1528	
773	449	872	263	580	129	326	157	1301	
694	495	909	257	606	147	301	138	1184	
673	475	893	212	608	96	248	97	1027	
522	483	891	214	608	99	242	73	970	
420	462	822	183	599	118	206	65	819	
361	467	767	162	526	95	236	59	676	
288	353	767	173	539	77	213	51	649	
238	424	749	160	561	98	167	38	568	
185	399	781	155	567	102	154	39	436	
148	396	739	146	561	106	180	30	416	
113	356	704	156	524	107	168	26	378	
98	407	767	121	552	81	131	16	318	
90	345	721	98	588	81	150	17	287	
68	356	684	125	565	105	164	16	287	
51	345	723	112	475	89	124	17	238	
39	369	680	103	573	94	149	22	234	
35	290	664	83	530	95	150	16	237	
42	325	672	117	522	69	127	15	214	
18	350	704	110	503	84	149	15	202	
25	366	581	115	513	98	113	18	219	
18	333	542	94	517	67	116	18	227	
26	350	617	104	517	76	149	20	213	
29	313	534	105	457	66	145	14	224	
35	277	559	97	447	88	116	15	214	
29	310	613	79	423	54	139	17	210	
22	323	498	67	415	87	160	16	217	
20	285	520	87	427	58	143	25	256	
21	264	569	67	444	65	136	21	210	
30	249	490	70	432	47	148	12	210	
31	241	453	52	382	56	157	20	231	
20	214	372	51	365	48	155	22	220	
27	224	439	77	369	51	153	20	237	
40	237	387	42	309	54	131	18	240	
20	221	366	38	359	50	135	21	216	
36	181	366	41	320	48	154	22	233	
30	205	399	58	275	30	144	23	238	
35	203	326	37	268	30	158	16	209	
27	165	393	31	277	50	174	10	199	
26	200	346	42	271	33	134	16	177	
22	208	372	39	277	30	135	20	221	
26	160	283	42	249	30	131	18	184	
22	180	304	32	245	36	141	11	231	
25	188	295	44	226	37	125	17	203	
27	172	320	45	213	21	157	15	203	
20	173	275	42	226	25	134	11	198	
29	148	302	35	253	30	138	20	224	
26	153	249	42	228	28	135	20	195	
22	172	267	38	213	39	132	14	210	
17	163	247	34	219	33	144	9	198	
25	165	249	39	202	29	138	7	226	
22	168	285	41	210	37	118	16	214	
23	160	223	34	223	29	159	12	242	
25	158	275	32	204	28	135	9	234	
16	137	225	30	223	29	145	25	216	
16	143	241	25	195	23	152	18	199	
25	119	255	18	187	37	136	21	224	
23	155	229	25	182	22	110	17	205	
22	120	231	31	183	21	140	17	210	
20	145	267	24	172	28	143	14	219	
14	115	180	31	180	22	182	16	216	
20	129	227	31	180	21	178	20	231	
26	142	200	21	168	18	168	17	230	
22	117	174	30	168	14	143	12	205	
16	127	206	35	185	22	155	11	241	
27	102	202	24	157	30	172	17	248	
31	135	138	27	148	17	166	17	209	
23	132	156	14	161	14	174	21	255	
27	115	198	20	135	15	174	18	294	
20	104	150	21	146	17	138	23	242	
30	102	182	18	129	14	195	17	272	
22	99	198	15	135	11	171	11	214	
18	111	172	17	146	17	210	18	269	
29	101	152	18	122	21	188	26	261	
22	104	170	20	118	11	216	33	258	
33	106	152	17	135	15	224	37	248	
39	127	180	11	138	21	187	36	266	
47	104	188	24	157	18	222	27	280	
40	137	123	20	138	12	201	32	285	
34	132	190	15	122	18	176	44	254	
43	107	156	24	133	18	241	48	283	
56	122	150	20	107	26	222	39	306	
36	125	202	17	127	12	229	47	304	
47	143	138	28	101	18	215	54	283	
55	140	196	27	140	19	233	68	317	
48	147	125	13	109	17	214	51	287	
44	160	164	18	124	22	264	63	315	
66	132	176	22	138	14	222	48	317	
70	162	188	24	137	23	229	43	338	
62	134	166	15	144	22	216	47	349	
57	155	160	27	124	12	250	62	321	
69	148	178	22	152	18	196	57	335	
68	124	172	24	129	23	245	48	350	
47	147	160	30	150	19	201	63	293	
57	152	158	28	157	26	242	35	320	
53	143	184	21	146	21	220	43	271	
56	107	196	11	131	12	210	39	287	
49	142	158	20	127	26	200	39	294	
49	139	134	18	114	19	180	35	307	
35	102	188	24	148	11	196	46	252	
46	119	128	20	114	15	208	51	266	
44	106	119	17	110	18	169	37	245	
53	106	107	18	107	17	167	47	219	
38	114	130	20	71	10	181	39	193	
36	91	107	18	103	26	158	39	221	
38	96	105	8	105	15	145	33	216	
31	91	128	17	82	22	146	27	233	
31	81	130	17	97	17	155	32	221	
43	97	119	21	95	25	138	20	206	
36	81	142	17	109	18	139	31	214	
38	82	150	11	99	28	148	28	207	
47	64	109	17	101	12	148	21	198	
38	86	109	22	73	15	135	25	199	
35	84	113	28	73	18	150	26	217	
39	48	117	13	84	23	154	30	193	
35	91	91	14	92	7	116	27	209	
49	87	115	21	112	18	135	25	189	
31	79	81	14	77	14	153	26	177	
42	82	121	22	97	17	158	48	172	
33	64	87	15	99	12	143	35	202	
35	68	134	24	66	19	134	30	177	
40	109	99	28	107	21	149	23	181	
35	66	115	31	107	11	145	30	186	
43	69	101	27	110	23	153	36	189	
48	64	107	15	101	18	143	35	198	
49	61	123	21	99	21	141	27	179	
38	73	109	21	84	29	143	27	200	
44	74	107	28	79	25	136	30	178	
48	92	89	21	84	22	171	35	192	
51	64	93	30	97	19	136	46	171	
62	56	87	21	92	22	162	31	195	
59	76	103	14	69	28	131	35	209	
43	63	91	15	101	17	121	37	184	
56	73	77	34	86	14	144	31	195	
69	63	121	20	79	23	132	31	181	
51	94	115	24	86	15	140	41	191	
66	76	91	21	95	22	169	49	174	
70	94	87	21	112	11	136	49	181	
89	78	75	30	84	21	176	70	178	
96	96	97	22	80	17	172	70	170	
89	76	87	25	80	22	150	62	203	
98	79	113	25	80	23	174	73	216	
89	79	103	28	99	26	152	67	198	
126	78	89	27	80	23	169	94	220	
90	86	95	32	109	36	187	96	212	
126	76	95	24	86	14	177	92	191	
141	87	101	22	82	32	153	94	234	
125	71	83	22	86	17	187	95	217	
129	64	105	31	84	19	168	99	220	
125	66	77	18	75	19	152	81	227	
124	78	121	25	107	30	169	105	203	
104	74	113	34	90	25	149	105	249	
133	78	83	32	97	17	195	65	255	
121	82	101	30	94	34	208	92	221	
154	76	117	17	75	26	167	86	220	
120	94	81	17	75	26	131	88	231	
121	92	91	30	77	28	169	78	247	
104	76	89	31	116	29	154	75	198	
86	86	109	44	101	21	162	70	205	
105	76	85	30	90	26	173	67	224	
74	87	123	27	97	41	168	60	206	
82	76	101	38	80	40	173	60	206	
70	101	99	30	92	15	150	63	195	
61	81	132	44	79	28	153	54	226	
76	76	121	22	84	15	159	49	186	
89	82	128	41	80	22	160	60	227	
68	94	101	22	99	33	154	68	182	
66	96	91	31	90	32	176	44	205	
74	94	105	38	90	37	172	68	223	
69	81	115	37	97	28	168	62	199	
65	84	128	25	92	29	177	60	191	
70	82	91	37	101	37	152	59	181	
60	109	117	48	95	32	166	65	200	
70	114	132	37	112	28	171	62	231	
74	89	109	39	71	25	166	46	192	
76	111	132	48	88	37	148	51	196	
68	99	93	41	122	30	174	73	206	
61	104	99	25	97	22	200	60	231	
74	68	115	34	79	39	188	72	210	
65	96	125	46	94	25	149	76	203	
72	109	132	41	140	32	146	55	198	
52	101	97	34	86	25	168	53	188	
68	125	99	31	109	36	186	67	195	
87	86	107	30	82	29	163	47	191	
55	87	115	28	88	40	171	65	182	
68	114	81	31	99	29	145	70	231	
81	96	115	46	135	40	164	75	226	
83	119	123	44	112	18	149	46	200	
81	129	113	39	99	40	157	67	206	
69	87	134	27	120	34	153	60	198	
66	115	109	34	88	43	166	74	177	
78	111	123	39	107	25	167	60	199	
74	101	95	39	107	34	155	68	175	
78	96	87	41	124	30	166	59	182	
72	87	101	42	101	43	155	70	210	
81	81	111	42	112	43	138	73	185	
72	112	130	48	109	47	152	70	228	
76	92	105	44	101	40	166	55	178	
91	87	132	34	120	47	171	74	214	
74	86	123	42	109	41	149	69	189	
86	109	123	60	103	39	148	69	175	
109	109	142	39	138	30	166	94	193	
78	96	115	46	109	48	148	81	198	
103	99	154	45	109	43	144	78	195	
103	84	113	56	122	40	153	74	185	
74	106	89	52	97	33	143	80	198	
90	101	123	45	120	34	164	95	223	
92	97	140	59	110	36	130	92	205	
98	101	134	39	124	56	150	83	186	
79	111	117	60	150	39	169	69	188	
113	92	113	53	101	54	167	105	255	
107	104	130	46	155	58	157	91	226	
109	92	119	60	125	44	172	86	205	
76	102	142	62	118	52	171	84	210	
95	127	119	70	118	41	138	76	226	
104	120	109	46	129	65	164	89	200	
105	114	148	76	107	50	162	76	188	
112	97	138	52	146	54	166	74	198	
99	117	164	42	112	62	155	76	199	
99	87	119	42	127	54	144	58	193	
104	119	138	69	124	55	169	70	188	
105	107	142	51	146	56	185	85	214	
95	111	117	74	144	56	174	75	223	
94	109	134	67	125	54	164	89	219	
105	124	170	63	124	56	169	75	198	
99	97	142	59	120	44	160	88	193	
104	102	136	63	114	61	181	79	207	
103	117	134	56	131	41	144	75	199	
128	91	130	48	118	56	154	89	212	
100	119	144	70	142	52	153	89	181	
86	119	148	56	144	59	140	96	185	
117	97	148	63	107	63	157	73	219	
103	112	160	93	103	52	164	95	177	
102	107	140	63	142	74	160	85	185	
107	125	140	59	140	52	144	101	196	
103	106	154	69	125	56	159	118	241	
126	101	136	62	142	61	158	79	195	
95	115	125	66	116	61	158	101	185	
113	86	150	65	150	67	157	91	228	
122	111	150	63	159	62	162	99	226	
96	129	180	77	129	65	145	88	182	
135	125	178	62	105	69	171	91	172	
125	89	154	65	122	76	162	110	172	
121	104	154	74	124	70	158	95	207	
117	104	172	70	109	70	150	100	206	
125	101	184	77	125	62	158	102	216	
112	112	144	69	114	69	158	102	199	
116	94	160	84	105	56	180	106	217	
137	142	160	74	129	62	149	96	219	
121	127	136	65	138	59	158	97	228	
121	130	142	87	140	62	187	96	192	
125	99	123	74	150	67	154	85	171	
99	122	154	65	120	70	168	75	185	
134	180	156	90	135	69	149	97	188	
94	104	200	84	122	69	172	101	202	
122	73	160	76	125	80	155	107	184	
118	91	140	76	118	70	149	109	210	
116	114	134	80	133	69	171	92	184	
133	97	174	91	97	59	160	116	206	
146	111	152	81	125	62	169	102	184	
130	81	160	87	110	70	166	95	186	
124	99	148	77	146	69	163	88	217	
128	120	170	77	133	72	146	115	214	
129	127	136	79	122	52	140	106	192	
107	115	180	73	107	63	154	106	185	
111	78	160	63	95	61	158	79	213	
129	114	160	89	125	72	145	100	191	
126	112	178	83	86	65	186	115	221	
141	119	142	89	107	81	162	129	192	
138	92	138	87	144	81	160	129	178	
126	109	136	81	112	70	150	118	191	
126	96	152	90	97	56	148	126	220	
161	74	132	80	133	74	160	120	202	
142	89	192	76	94	77	169	111	212	
129	102	128	66	99	67	131	107	196	
124	107	150	111	114	55	163	112	165	
125	102	132	87	105	78	150	107	217	
137	91	180	103	107	55	158	95	227	
142	101	138	89	125	72	162	107	189	
125	89	176	103	103	72	131	107	192	
146	114	146	76	99	66	152	104	161	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	
