DWTR-TX.str	DWTR-AR.str	DWTR-FL.str	DWTR-IL.str	DWTR-KS.str	DWTR-ME.str	DWTR-OR.str	DWTR-PA.str	
130	114	132	93	124	245	172	205	
139	119	158	113	140	188	151	167	
143	110	169	79	112	243	149	169	
134	115	179	83	124	196	135	195	
164	110	144	89	130	211	172	201	
153	113	168	89	134	224	156	176	
156	158	167	90	131	233	157	192	
189	103	155	76	138	198	163	199	
155	109	155	85	112	205	185	180	
141	129	133	67	133	219	136	193	
136	127	184	82	129	230	152	183	
164	125	202	77	153	217	181	183	
133	128	169	70	140	254	167	173	
185	125	168	73	122	236	145	210	
167	115	164	75	121	241	178	226	
157	148	182	66	139	254	147	235	
183	134	189	82	147	264	155	204	
172	118	198	66	143	243	177	213	
197	148	206	69	130	259	177	215	
178	137	220	89	139	254	156	217	
200	151	174	69	141	271	201	240	
206	122	211	63	165	256	184	251	
195	153	187	70	133	286	169	257	
191	149	205	60	144	259	157	240	
237	118	227	66	159	264	180	302	
242	164	221	66	153	278	147	256	
245	140	220	79	149	298	185	280	
257	129	258	95	153	261	176	300	
266	141	258	67	146	283	181	286	
283	185	254	70	161	277	174	348	
328	135	283	70	178	307	210	377	
320	145	252	73	136	275	188	365	
362	185	286	77	177	299	206	410	
389	135	284	73	176	259	238	407	
403	109	272	90	161	304	196	449	
403	149	286	79	181	304	178	498	
445	174	317	76	195	293	200	557	
468	156	300	66	153	316	208	548	
480	148	337	95	162	326	231	504	
423	185	293	103	165	313	229	556	
482	144	306	73	182	323	238	526	
495	153	302	85	146	334	218	516	
460	174	341	95	173	323	222	579	
478	135	303	96	147	281	221	543	
493	165	307	86	182	290	198	512	
436	181	295	90	189	287	206	510	
417	139	277	83	151	253	215	460	
403	132	244	83	158	254	194	444	
391	148	266	75	143	300	177	386	
354	138	239	85	162	242	188	410	
332	129	226	69	140	288	168	393	
257	153	188	66	139	239	180	383	
281	149	220	70	137	225	165	318	
270	115	189	70	131	237	168	313	
285	117	203	62	117	241	171	256	
229	115	192	46	134	215	171	279	
230	125	157	52	138	242	161	244	
196	114	161	56	112	224	167	212	
174	117	180	56	110	220	140	239	
167	96	157	49	117	241	149	226	
173	129	159	49	145	208	152	196	
148	113	180	50	111	194	136	180	
145	125	160	60	111	200	157	198	
110	127	168	42	112	190	136	180	
120	112	145	36	105	209	136	195	
145	110	142	50	110	193	123	170	
128	122	159	42	117	191	126	199	
154	113	143	44	107	186	136	161	
130	112	161	54	117	164	128	176	
160	99	153	60	129	194	118	150	
162	106	147	62	110	200	103	156	
126	120	139	49	139	197	147	173	
128	119	140	50	114	210	114	177	
126	107	149	63	102	182	134	173	
116	123	142	44	130	230	118	180	
130	91	148	60	105	204	130	149	
132	130	155	52	101	202	136	151	
126	87	141	37	117	190	112	163	
133	117	185	75	114	193	128	169	
124	96	163	49	114	199	127	169	
150	120	145	44	108	224	134	149	
160	120	148	57	104	215	112	158	
149	120	158	47	101	226	141	170	
136	94	143	56	103	175	140	190	
139	107	156	56	112	204	131	169	
131	91	157	40	101	222	137	135	
120	88	147	57	116	214	134	199	
133	103	143	50	110	191	134	175	
155	114	164	44	103	216	165	163	
160	110	157	60	104	194	130	185	
159	137	137	60	108	194	132	175	
160	118	181	63	111	214	119	198	
148	125	165	63	99	231	124	149	
155	124	144	43	104	216	137	189	
153	120	174	54	124	197	136	196	
122	120	158	30	96	188	139	190	
165	113	151	49	130	207	145	196	
145	103	140	50	122	209	163	181	
147	120	160	54	112	204	172	189	
151	138	164	56	117	220	137	190	
142	115	160	53	119	236	151	204	
164	117	134	49	124	225	137	210	
160	84	142	60	131	220	140	200	
143	109	161	54	112	238	147	211	
143	109	145	53	129	210	140	219	
167	133	137	56	118	216	169	195	
149	104	184	57	119	217	161	200	
141	124	143	60	129	207	124	218	
151	133	172	46	117	220	126	192	
147	101	177	40	97	219	131	200	
179	97	145	57	124	197	140	200	
166	93	196	56	101	221	141	196	
161	97	184	40	104	238	120	208	
165	125	150	39	94	213	168	185	
159	134	183	44	102	215	136	193	
150	106	198	54	131	198	151	199	
160	104	173	54	105	228	122	207	
165	99	153	54	123	228	141	211	
166	123	177	54	105	231	132	212	
168	113	169	60	96	211	116	187	
170	92	184	53	112	219	134	215	
206	119	136	73	103	227	147	208	
162	101	195	54	129	220	147	199	
170	112	192	56	116	232	141	206	
159	134	176	70	116	221	130	223	
213	108	205	70	114	230	141	198	
211	110	169	67	117	248	139	214	
202	97	184	65	116	216	168	214	
185	124	181	76	107	247	155	202	
171	98	174	60	127	231	139	229	
184	122	175	54	144	234	164	231	
178	102	145	53	109	230	141	195	
187	138	181	60	112	228	157	219	
185	113	171	73	121	231	148	202	
172	113	184	89	109	233	159	194	
176	113	149	83	95	214	140	237	
160	106	167	50	122	208	140	189	
156	117	158	65	109	200	130	181	
150	106	188	75	97	205	124	192	
132	88	175	72	108	186	131	182	
136	106	187	66	112	214	135	168	
142	112	155	73	115	216	128	165	
150	129	163	65	97	199	134	160	
153	107	165	90	116	202	122	154	
116	122	135	76	104	186	120	171	
128	92	167	62	109	209	120	157	
107	118	181	67	107	205	132	165	
124	96	156	75	101	231	115	167	
141	125	167	67	121	210	107	157	
141	93	145	65	125	217	114	180	
138	107	145	70	87	227	140	170	
125	119	145	59	93	208	143	151	
143	97	167	70	126	215	107	157	
160	96	134	66	104	193	143	182	
130	119	175	69	107	204	130	165	
149	91	158	63	99	190	126	183	
121	87	159	47	112	215	127	149	
122	101	120	53	107	174	123	173	
128	107	161	82	118	221	128	152	
109	99	153	73	105	221	145	155	
147	107	139	70	97	196	140	158	
141	99	163	62	97	222	126	148	
117	139	160	65	122	224	127	180	
108	108	152	66	115	241	143	144	
120	112	145	77	122	214	132	187	
122	106	152	39	105	219	144	168	
138	118	149	47	125	196	124	176	
131	106	140	59	112	181	139	164	
114	93	137	80	103	193	122	145	
134	99	141	69	117	214	118	171	
132	98	164	50	115	214	119	176	
134	122	152	54	90	217	114	158	
139	118	126	80	122	213	128	181	
108	106	153	79	107	221	98	156	
115	92	109	66	119	210	134	181	
108	84	156	49	101	205	114	170	
130	97	126	53	107	227	107	186	
125	106	160	63	103	208	104	170	
130	119	132	62	110	215	127	175	
125	115	140	57	122	193	130	183	
127	107	175	62	105	211	116	188	
131	108	168	75	112	221	111	167	
134	132	159	49	117	205	149	171	
125	84	131	67	138	198	107	158	
132	117	124	70	115	193	167	158	
143	120	136	53	92	181	136	183	
121	112	140	54	124	234	124	144	
134	93	165	56	108	214	145	163	
125	123	149	59	100	196	141	170	
125	109	143	67	119	192	128	183	
120	93	151	70	112	228	116	189	
132	107	125	67	103	193	116	156	
141	119	145	65	107	248	115	168	
126	107	137	63	114	191	120	143	
131	106	136	66	130	204	124	155	
128	123	153	42	119	213	126	165	
125	99	151	76	114	174	130	169	
125	110	155	60	109	186	119	176	
137	128	164	63	96	213	104	164	
148	106	150	53	109	181	132	139	
137	113	155	65	104	209	116	183	
133	93	169	66	121	234	114	160	
142	120	152	52	109	210	145	174	
144	113	143	50	115	194	139	163	
133	88	184	50	125	213	134	162	
124	106	155	44	115	186	120	167	
159	87	129	56	115	171	136	170	
137	108	137	49	90	187	118	151	
136	120	155	65	127	191	118	165	
119	101	149	57	99	207	110	157	
128	103	153	66	117	177	115	175	
115	101	133	40	105	190	140	136	
117	110	157	49	100	211	144	163	
134	101	143	66	109	182	130	127	
125	101	157	69	107	236	151	160	
130	102	137	54	119	196	98	161	
133	127	149	59	109	202	122	160	
121	96	124	76	104	187	124	164	
116	117	160	70	111	204	137	148	
126	117	135	62	117	219	118	154	
117	112	143	62	109	209	122	165	
141	120	151	57	99	225	135	169	
143	106	150	62	105	193	141	162	
121	110	157	65	109	213	132	161	
128	114	121	65	93	230	118	165	
128	109	132	63	97	220	115	171	
147	98	137	69	131	197	124	154	
122	92	147	42	83	214	112	145	
138	103	123	66	85	217	119	170	
109	122	135	65	104	196	122	165	
141	114	152	47	112	227	99	152	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
