#energy (keV)	DWTR-WY-filter.str	DWTR-MN.str	DWTR-NC.str	DWTR-NC-filter-Ti.str	DWTR-TN.str	DWTR-TN-filter.str	DWTR-UT.str	DWTR-UT-filter.str	DWTR-WY.str
5.79	59	84	158	15	346	134	843	392	280
5.8	68	81	138	21	348	150	1012	503	289
5.81	52	96	182	27	363	200	1091	525	324
5.82	89	96	166	24	374	193	1238	712	332
5.83	94	86	170	24	483	212	1411	772	346
5.84	107	94	182	49	498	251	1517	829	352
5.85	120	102	186	39	593	289	1810	1011	402
5.86	133	99	170	48	543	325	1882	1017	420
5.87	129	96	154	48	619	375	2095	1135	456
5.88	161	122	192	48	694	446	2227	1286	450
5.89	155	109	231	65	764	401	2179	1259	432
5.9	181	114	166	49	732	439	2379	1397	427
5.91	158	109	223	49	801	438	2372	1312	441
5.92	161	115	204	48	790	443	2423	1370	447
5.93	156	112	186	67	829	412	2399	1340	503
5.94	150	150	231	60	880	443	2390	1276	470
5.95	154	137	219	59	788	377	2222	1243	485
5.96	151	127	200	52	780	388	2194	1197	534
5.97	174	143	219	49	694	363	1915	1042	503
5.98	176	106	215	52	666	333	1746	892	485
5.99	156	129	215	60	646	326	1574	777	496
6	145	134	257	44	569	296	1459	745	463
6.01	176	120	190	39	578	230	1290	634	517
6.02	145	135	196	52	563	227	1122	555	405
6.03	139	134	180	46	494	167	1040	464	482
6.04	152	114	223	55	472	134	900	384	461
6.05	165	129	229	45	382	118	683	323	486
6.06	168	120	237	37	348	107	574	284	482
6.07	176	160	213	52	309	94	528	211	513
6.08	190	147	249	56	324	89	492	190	566
6.09	210	170	257	65	258	72	408	131	577
6.1	220	173	249	69	258	62	345	127	586
6.11	263	168	255	59	249	63	335	113	713
6.12	259	172	283	70	243	59	284	81	760
6.13	296	181	295	79	176	56	276	95	776
6.14	310	190	289	62	200	58	303	99	918
6.15	288	198	356	79	211	44	281	95	931
6.16	397	247	295	112	198	50	297	115	1009
6.17	418	218	387	104	195	47	309	107	1095
6.18	509	262	397	141	232	47	317	97	1312
6.19	542	244	419	131	197	62	317	97	1247
6.2	600	313	470	167	223	65	355	112	1375
6.21	629	300	459	164	221	61	386	146	1533
6.22	863	310	506	197	228	81	377	171	1751
6.23	927	371	536	216	256	73	455	189	1957
6.24	1179	356	601	278	238	94	465	202	2195
6.25	1263	424	648	266	238	96	516	210	2304
6.26	1528	455	721	343	294	92	615	295	2673
6.27	1773	506	759	386	303	129	653	356	2931
6.28	2207	518	828	447	341	143	783	470	3529
6.29	2544	605	937	503	386	161	820	513	3829
6.3	2968	661	986	607	415	226	928	601	4366
6.31	3627	811	1227	714	442	218	1098	732	4884
6.32	4188	853	1372	847	522	263	1305	851	5612
6.33	4884	958	1334	948	528	322	1524	1035	6411
6.34	5604	1138	1528	1082	472	330	1643	1123	7325
6.35	6163	1192	1664	1248	561	363	1770	1271	7986
6.36	6849	1308	1846	1345	672	439	2024	1366	9022
6.37	7407	1357	1943	1363	668	481	2180	1449	9371
6.38	7982	1540	2044	1629	734	482	2332	1662	10241
6.39	8412	1552	2281	1665	754	537	2400	1782	10864
6.4	8960	1626	2453	1808	866	582	2609	1760	11475
6.41	8990	1756	2441	1780	784	556	2528	1810	11482
6.42	9078	1837	2498	1811	812	624	2751	1930	11968
6.43	8811	1737	2506	1853	941	577	2575	1877	11877
6.44	8937	1804	2516	1895	954	589	2649	1830	11841
6.45	8294	1791	2714	1817	876	620	2530	1767	11485
6.46	8170	1842	2556	1763	876	624	2557	1754	11325
6.47	7348	1681	2437	1581	868	486	2334	1586	10482
6.48	7057	1643	2427	1533	857	475	2159	1463	9761
6.49	6309	1507	2277	1336	846	420	1975	1343	8876
6.5	5745	1460	2172	1241	829	497	1950	1228	8173
6.51	5007	1184	2018	1097	741	365	1654	1036	7224
6.52	4349	1136	1868	958	694	344	1643	991	6419
6.53	3653	1041	1688	828	610	329	1304	811	5958
6.54	3153	876	1591	773	575	274	1192	725	4782
6.55	2653	739	1275	587	492	278	1091	622	4077
6.56	2211	666	1172	520	470	182	919	519	3543
6.57	1782	562	935	395	387	165	811	430	2774
6.58	1448	450	769	326	436	134	642	376	2461
6.59	1096	391	654	285	402	145	601	347	2059
6.6	868	335	636	222	298	103	520	247	1710
6.61	719	275	490	156	288	87	427	195	1289
6.62	581	218	425	122	232	74	388	174	1097
6.63	448	228	346	100	210	52	306	149	921
6.64	341	145	350	119	168	41	267	125	750
6.65	262	139	273	80	195	43	225	84	641
6.66	203	125	259	56	183	32	218	79	582
6.67	152	134	210	38	142	29	150	52	447
6.68	141	127	182	45	155	33	171	65	451
6.69	129	119	174	39	157	21	199	35	447
6.7	120	117	200	21	148	28	158	25	376
6.71	76	97	176	22	138	18	171	33	327
6.72	79	94	168	24	133	26	141	27	363
6.73	70	99	180	25	122	19	166	39	315
6.74	98	129	188	20	118	22	149	31	314
6.75	89	130	154	37	114	21	138	28	346
6.76	98	153	194	25	138	28	164	23	327
6.77	108	139	178	28	129	17	149	30	332
6.78	122	109	178	37	174	32	145	20	336
6.79	96	114	241	34	187	19	150	26	383
6.8	95	145	190	56	140	18	160	25	399
6.81	105	165	225	39	157	26	159	22	419
6.82	122	168	295	42	185	23	169	38	408
6.83	152	147	277	56	228	43	158	31	451
6.84	133	209	245	56	228	41	162	27	419
6.85	145	163	308	48	204	34	171	27	446
6.86	172	213	330	59	210	58	155	32	512
6.87	195	175	374	76	228	45	159	42	488
6.88	219	224	340	84	253	56	162	44	528
6.89	256	223	383	81	275	62	208	48	535
6.9	276	270	433	110	311	63	200	55	605
6.91	299	282	510	132	350	56	195	63	614
6.92	358	282	486	128	350	56	222	78	694
6.93	473	277	506	132	399	76	253	83	783
6.94	487	318	577	157	372	85	223	102	819
6.95	577	363	577	177	436	103	255	126	922
6.96	654	368	636	195	459	110	308	134	1054
6.97	752	426	702	208	530	107	313	142	1137
6.98	773	450	684	252	530	128	321	148	1252
6.99	870	491	694	280	472	128	335	181	1406
7	1039	501	848	263	533	138	428	224	1511
7.01	1133	478	783	320	550	131	369	243	1588
7.02	1178	524	836	322	531	128	424	223	1765
7.03	1325	597	907	348	595	149	432	242	1865
7.04	1367	544	842	360	573	179	514	250	1923
7.05	1427	589	947	361	535	151	467	290	2018
7.06	1508	585	986	381	676	168	485	268	2093
7.07	1446	553	1063	385	670	171	434	256	2063
7.08	1509	637	1024	430	640	161	504	290	2125
7.09	1458	628	1026	344	590	176	470	268	2003
7.1	1432	529	1006	407	535	183	520	264	2032
7.11	1362	615	943	363	646	162	492	239	1996
7.12	1364	597	1071	423	631	185	461	234	1999
7.13	1238	602	1046	334	681	156	432	195	1793
7.14	1147	620	941	336	638	167	408	217	1717
7.15	995	510	1050	292	717	139	406	174	1627
7.16	872	557	1004	329	666	162	315	158	1528
7.17	773	449	872	263	580	129	326	157	1301
7.18	694	495	909	257	606	147	301	138	1184
7.19	673	475	893	212	608	96	248	97	1027
7.2	522	483	891	214	608	99	242	73	970
7.21	420	462	822	183	599	118	206	65	819
7.22	361	467	767	162	526	95	236	59	676
7.23	288	353	767	173	539	77	213	51	649
7.24	238	424	749	160	561	98	167	38	568
7.25	185	399	781	155	567	102	154	39	436
7.26	148	396	739	146	561	106	180	30	416
7.27	113	356	704	156	524	107	168	26	378
7.28	98	407	767	121	552	81	131	16	318
7.29	90	345	721	98	588	81	150	17	287
7.3	68	356	684	125	565	105	164	16	287
7.31	51	345	723	112	475	89	124	17	238
7.32	39	369	680	103	573	94	149	22	234
7.33	35	290	664	83	530	95	150	16	237
7.34	42	325	672	117	522	69	127	15	214
7.35	18	350	704	110	503	84	149	15	202
7.36	25	366	581	115	513	98	113	18	219
7.37	18	333	542	94	517	67	116	18	227
7.38	26	350	617	104	517	76	149	20	213
7.39	29	313	534	105	457	66	145	14	224
7.4	35	277	559	97	447	88	116	15	214
7.41	29	310	613	79	423	54	139	17	210
7.42	22	323	498	67	415	87	160	16	217
7.43	20	285	520	87	427	58	143	25	256
7.44	21	264	569	67	444	65	136	21	210
7.45	30	249	490	70	432	47	148	12	210
7.46	31	241	453	52	382	56	157	20	231
7.47	20	214	372	51	365	48	155	22	220
7.48	27	224	439	77	369	51	153	20	237
7.49	40	237	387	42	309	54	131	18	240
7.5	20	221	366	38	359	50	135	21	216
7.51	36	181	366	41	320	48	154	22	233
7.52	30	205	399	58	275	30	144	23	238
7.53	35	203	326	37	268	30	158	16	209
7.54	27	165	393	31	277	50	174	10	199
7.55	26	200	346	42	271	33	134	16	177
7.56	22	208	372	39	277	30	135	20	221
7.57	26	160	283	42	249	30	131	18	184
7.58	22	180	304	32	245	36	141	11	231
7.59	25	188	295	44	226	37	125	17	203
7.6	27	172	320	45	213	21	157	15	203
7.61	20	173	275	42	226	25	134	11	198
7.62	29	148	302	35	253	30	138	20	224
7.63	26	153	249	42	228	28	135	20	195
7.64	22	172	267	38	213	39	132	14	210
7.65	17	163	247	34	219	33	144	9	198
7.66	25	165	249	39	202	29	138	7	226
7.67	22	168	285	41	210	37	118	16	214
7.68	23	160	223	34	223	29	159	12	242
7.69	25	158	275	32	204	28	135	9	234
7.7	16	137	225	30	223	29	145	25	216
7.71	16	143	241	25	195	23	152	18	199
7.72	25	119	255	18	187	37	136	21	224
7.73	23	155	229	25	182	22	110	17	205
7.74	22	120	231	31	183	21	140	17	210
7.75	20	145	267	24	172	28	143	14	219
7.76	14	115	180	31	180	22	182	16	216
7.77	20	129	227	31	180	21	178	20	231
7.78	26	142	200	21	168	18	168	17	230
7.79	22	117	174	30	168	14	143	12	205
7.8	16	127	206	35	185	22	155	11	241
7.81	27	102	202	24	157	30	172	17	248
7.82	31	135	138	27	148	17	166	17	209
7.83	23	132	156	14	161	14	174	21	255
7.84	27	115	198	20	135	15	174	18	294
7.85	20	104	150	21	146	17	138	23	242
7.86	30	102	182	18	129	14	195	17	272
7.87	22	99	198	15	135	11	171	11	214
7.88	18	111	172	17	146	17	210	18	269
7.89	29	101	152	18	122	21	188	26	261
7.9	22	104	170	20	118	11	216	33	258
7.91	33	106	152	17	135	15	224	37	248
7.92	39	127	180	11	138	21	187	36	266
7.93	47	104	188	24	157	18	222	27	280
7.94	40	137	123	20	138	12	201	32	285
7.95	34	132	190	15	122	18	176	44	254
7.96	43	107	156	24	133	18	241	48	283
7.97	56	122	150	20	107	26	222	39	306
7.98	36	125	202	17	127	12	229	47	304
7.99	47	143	138	28	101	18	215	54	283
8	55	140	196	27	140	19	233	68	317
8.01	48	147	125	13	109	17	214	51	287
8.02	44	160	164	18	124	22	264	63	315
8.03	66	132	176	22	138	14	222	48	317
8.04	70	162	188	24	137	23	229	43	338
8.05	62	134	166	15	144	22	216	47	349
8.06	57	155	160	27	124	12	250	62	321
8.07	69	148	178	22	152	18	196	57	335
8.08	68	124	172	24	129	23	245	48	350
8.09	47	147	160	30	150	19	201	63	293
8.1	57	152	158	28	157	26	242	35	320
8.11	53	143	184	21	146	21	220	43	271
8.12	56	107	196	11	131	12	210	39	287
8.13	49	142	158	20	127	26	200	39	294
8.14	49	139	134	18	114	19	180	35	307
8.15	35	102	188	24	148	11	196	46	252
8.16	46	119	128	20	114	15	208	51	266
8.17	44	106	119	17	110	18	169	37	245
8.18	53	106	107	18	107	17	167	47	219
8.19	38	114	130	20	71	10	181	39	193
8.2	36	91	107	18	103	26	158	39	221
8.21	38	96	105	8	105	15	145	33	216
8.22	31	91	128	17	82	22	146	27	233
8.23	31	81	130	17	97	17	155	32	221
8.24	43	97	119	21	95	25	138	20	206
8.25	36	81	142	17	109	18	139	31	214
8.26	38	82	150	11	99	28	148	28	207
8.27	47	64	109	17	101	12	148	21	198
8.28	38	86	109	22	73	15	135	25	199
8.29	35	84	113	28	73	18	150	26	217
8.3	39	48	117	13	84	23	154	30	193
8.31	35	91	91	14	92	7	116	27	209
8.32	49	87	115	21	112	18	135	25	189
8.33	31	79	81	14	77	14	153	26	177
8.34	42	82	121	22	97	17	158	48	172
8.35	33	64	87	15	99	12	143	35	202
8.36	35	68	134	24	66	19	134	30	177
8.37	40	109	99	28	107	21	149	23	181
8.38	35	66	115	31	107	11	145	30	186
8.39	43	69	101	27	110	23	153	36	189
8.4	48	64	107	15	101	18	143	35	198
8.41	49	61	123	21	99	21	141	27	179
8.42	38	73	109	21	84	29	143	27	200
8.43	44	74	107	28	79	25	136	30	178
8.44	48	92	89	21	84	22	171	35	192
8.45	51	64	93	30	97	19	136	46	171
8.46	62	56	87	21	92	22	162	31	195
8.47	59	76	103	14	69	28	131	35	209
8.48	43	63	91	15	101	17	121	37	184
8.49	56	73	77	34	86	14	144	31	195
8.5	69	63	121	20	79	23	132	31	181
8.51	51	94	115	24	86	15	140	41	191
8.52	66	76	91	21	95	22	169	49	174
8.53	70	94	87	21	112	11	136	49	181
8.54	89	78	75	30	84	21	176	70	178
8.55	96	96	97	22	80	17	172	70	170
8.56	89	76	87	25	80	22	150	62	203
8.57	98	79	113	25	80	23	174	73	216
8.58	89	79	103	28	99	26	152	67	198
8.59	126	78	89	27	80	23	169	94	220
8.6	90	86	95	32	109	36	187	96	212
8.61	126	76	95	24	86	14	177	92	191
8.62	141	87	101	22	82	32	153	94	234
8.63	125	71	83	22	86	17	187	95	217
8.64	129	64	105	31	84	19	168	99	220
8.65	125	66	77	18	75	19	152	81	227
8.66	124	78	121	25	107	30	169	105	203
8.67	104	74	113	34	90	25	149	105	249
8.68	133	78	83	32	97	17	195	65	255
8.69	121	82	101	30	94	34	208	92	221
8.7	154	76	117	17	75	26	167	86	220
8.71	120	94	81	17	75	26	131	88	231
8.72	121	92	91	30	77	28	169	78	247
8.73	104	76	89	31	116	29	154	75	198
8.74	86	86	109	44	101	21	162	70	205
8.75	105	76	85	30	90	26	173	67	224
8.76	74	87	123	27	97	41	168	60	206
8.77	82	76	101	38	80	40	173	60	206
8.78	70	101	99	30	92	15	150	63	195
8.79	61	81	132	44	79	28	153	54	226
8.8	76	76	121	22	84	15	159	49	186
8.81	89	82	128	41	80	22	160	60	227
8.82	68	94	101	22	99	33	154	68	182
8.83	66	96	91	31	90	32	176	44	205
8.84	74	94	105	38	90	37	172	68	223
8.85	69	81	115	37	97	28	168	62	199
8.86	65	84	128	25	92	29	177	60	191
8.87	70	82	91	37	101	37	152	59	181
8.88	60	109	117	48	95	32	166	65	200
8.89	70	114	132	37	112	28	171	62	231
8.9	74	89	109	39	71	25	166	46	192
8.91	76	111	132	48	88	37	148	51	196
8.92	68	99	93	41	122	30	174	73	206
8.93	61	104	99	25	97	22	200	60	231
8.94	74	68	115	34	79	39	188	72	210
8.95	65	96	125	46	94	25	149	76	203
8.96	72	109	132	41	140	32	146	55	198
8.97	52	101	97	34	86	25	168	53	188
8.98	68	125	99	31	109	36	186	67	195
8.99	87	86	107	30	82	29	163	47	191
9	55	87	115	28	88	40	171	65	182
9.01	68	114	81	31	99	29	145	70	231
9.02	81	96	115	46	135	40	164	75	226
9.03	83	119	123	44	112	18	149	46	200
9.04	81	129	113	39	99	40	157	67	206
9.05	69	87	134	27	120	34	153	60	198
9.06	66	115	109	34	88	43	166	74	177
9.07	78	111	123	39	107	25	167	60	199
9.08	74	101	95	39	107	34	155	68	175
9.09	78	96	87	41	124	30	166	59	182
9.1	72	87	101	42	101	43	155	70	210
9.11	81	81	111	42	112	43	138	73	185
9.12	72	112	130	48	109	47	152	70	228
9.13	76	92	105	44	101	40	166	55	178
9.14	91	87	132	34	120	47	171	74	214
9.15	74	86	123	42	109	41	149	69	189
9.16	86	109	123	60	103	39	148	69	175
9.17	109	109	142	39	138	30	166	94	193
9.18	78	96	115	46	109	48	148	81	198
9.19	103	99	154	45	109	43	144	78	195
9.2	103	84	113	56	122	40	153	74	185
9.21	74	106	89	52	97	33	143	80	198
9.22	90	101	123	45	120	34	164	95	223
9.23	92	97	140	59	110	36	130	92	205
9.24	98	101	134	39	124	56	150	83	186
9.25	79	111	117	60	150	39	169	69	188
9.26	113	92	113	53	101	54	167	105	255
9.27	107	104	130	46	155	58	157	91	226
9.28	109	92	119	60	125	44	172	86	205
9.29	76	102	142	62	118	52	171	84	210
9.3	95	127	119	70	118	41	138	76	226
9.31	104	120	109	46	129	65	164	89	200
9.32	105	114	148	76	107	50	162	76	188
9.33	112	97	138	52	146	54	166	74	198
9.34	99	117	164	42	112	62	155	76	199
9.35	99	87	119	42	127	54	144	58	193
9.36	104	119	138	69	124	55	169	70	188
9.37	105	107	142	51	146	56	185	85	214
9.38	95	111	117	74	144	56	174	75	223
9.39	94	109	134	67	125	54	164	89	219
9.4	105	124	170	63	124	56	169	75	198
9.41	99	97	142	59	120	44	160	88	193
9.42	104	102	136	63	114	61	181	79	207
9.43	103	117	134	56	131	41	144	75	199
9.44	128	91	130	48	118	56	154	89	212
9.45	100	119	144	70	142	52	153	89	181
9.46	86	119	148	56	144	59	140	96	185
9.47	117	97	148	63	107	63	157	73	219
9.48	103	112	160	93	103	52	164	95	177
9.49	102	107	140	63	142	74	160	85	185
9.5	107	125	140	59	140	52	144	101	196
9.51	103	106	154	69	125	56	159	118	241
9.52	126	101	136	62	142	61	158	79	195
9.53	95	115	125	66	116	61	158	101	185
9.54	113	86	150	65	150	67	157	91	228
9.55	122	111	150	63	159	62	162	99	226
9.56	96	129	180	77	129	65	145	88	182
9.57	135	125	178	62	105	69	171	91	172
9.58	125	89	154	65	122	76	162	110	172
9.59	121	104	154	74	124	70	158	95	207
9.6	117	104	172	70	109	70	150	100	206
9.61	125	101	184	77	125	62	158	102	216
9.62	112	112	144	69	114	69	158	102	199
9.63	116	94	160	84	105	56	180	106	217
9.64	137	142	160	74	129	62	149	96	219
9.65	121	127	136	65	138	59	158	97	228
9.66	121	130	142	87	140	62	187	96	192
9.67	125	99	123	74	150	67	154	85	171
9.68	99	122	154	65	120	70	168	75	185
9.69	134	180	156	90	135	69	149	97	188
9.7	94	104	200	84	122	69	172	101	202
9.71	122	73	160	76	125	80	155	107	184
9.72	118	91	140	76	118	70	149	109	210
9.73	116	114	134	80	133	69	171	92	184
9.74	133	97	174	91	97	59	160	116	206
9.75	146	111	152	81	125	62	169	102	184
9.76	130	81	160	87	110	70	166	95	186
9.77	124	99	148	77	146	69	163	88	217
9.78	128	120	170	77	133	72	146	115	214
9.79	129	127	136	79	122	52	140	106	192
9.8	107	115	180	73	107	63	154	106	185
9.81	111	78	160	63	95	61	158	79	213
9.82	129	114	160	89	125	72	145	100	191
9.83	126	112	178	83	86	65	186	115	221
9.84	141	119	142	89	107	81	162	129	192
9.85	138	92	138	87	144	81	160	129	178
9.86	126	109	136	81	112	70	150	118	191
9.87	126	96	152	90	97	56	148	126	220
9.88	161	74	132	80	133	74	160	120	202
9.89	142	89	192	76	94	77	169	111	212
9.9	129	102	128	66	99	67	131	107	196
9.91	124	107	150	111	114	55	163	112	165
9.92	125	102	132	87	105	78	150	107	217
9.93	137	91	180	103	107	55	158	95	227
9.94	142	101	138	89	125	72	162	107	189
9.95	125	89	176	103	103	72	131	107	192
9.96	146	114	146	76	99	66	152	104	161
9.97	0	0	0	0	0	0	0	0	0
9.98	0	0	0	0	0	0	0	0	0
9.99	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0
