twotheta, intensity, esd
10.603, 11700.2756734, 106.840238343
10.604, 10890.136458, 103.018365588
10.605, 9476.85510747, 96.0843606848
10.606, 8376.99393078, 90.3188869179
10.607, 7302.27578445, 84.3922183999
10.608, 6336.79965608, 78.6212128325
10.609, 5405.34358328, 72.540379842
10.61, 4578.94721844, 66.805236251
10.611, 4110.70080143, 63.3068693125
10.612, 3512.18726044, 58.4943704997
10.613, 3067.10004478, 54.7304904863
10.614, 2663.67974419, 50.9668148885
10.615, 2483.76482279, 49.2091439064
10.616, 2123.30399536, 45.5066342466
10.617, 1946.38643576, 43.5613784551
10.618, 1752.80216796, 41.3278590365
10.619, 1565.22430511, 39.0791319012
10.62, 1401.06933191, 36.9756788371
10.621, 1394.8750733, 36.8766313641
10.622, 1164.09882556, 33.6998703384
10.623, 1176.34787971, 33.8841648529
10.624, 1124.64874773, 33.1044268233
10.625, 942.055527509, 30.3132101965
10.626, 913.745512363, 29.8706149576
10.627, 882.69988551, 29.362965083
10.628, 822.498800287, 28.318057012
10.629, 769.416863715, 27.4000195114
10.63, 774.370886212, 27.4893053457
10.631, 747.506234166, 27.0172221975
10.632, 723.670646765, 26.5582778883
10.633, 686.229175228, 25.8737712918
10.634, 625.647890397, 24.7047699644
10.635, 652.298140621, 25.2120219274
10.636, 570.154833316, 23.5872287384
10.637, 549.324218898, 23.1456306581
10.638, 552.042265377, 23.2189298673
10.639, 571.919574943, 23.6198051294
10.64, 530.80339822, 22.7736162781
10.641, 511.66889998, 22.3473051049
10.642, 530.018441088, 22.739938437
10.643, 543.552562698, 23.0462322147
10.644, 478.943162445, 21.6098224914
10.645, 497.837284533, 22.0397537079
10.646, 498.526176224, 22.0486363792
10.647, 477.798828532, 21.6022503108
10.648, 447.066016965, 20.9087418703
10.649, 478.992539743, 21.634101597
10.65, 475.025851415, 21.5430909946
10.651, 478.930316567, 21.6092428878
10.652, 467.349636113, 21.3940650551
10.653, 438.968831749, 20.7122059797
10.654, 459.579659542, 21.1945292606
10.655, 428.854188958, 20.4642160909
10.656, 392.631366064, 19.5792755011
10.657, 388.166367543, 19.4781739649
10.658, 414.663334263, 20.1341470362
10.659, 429.876485076, 20.4896660496
10.66, 392.127938508, 19.5541711725
10.661, 435.690362111, 20.6265658709
10.662, 421.519722727, 20.2765963385
10.663, 428.856493028, 20.4643260373
10.664, 378.220865631, 19.2228362576
10.665, 396.342579768, 19.6667056649
10.666, 371.343484495, 19.0463950083
10.667, 395.724029201, 19.660248426
10.668, 403.089263368, 19.855251877
10.669, 377.21179759, 19.1963768508
10.67, 408.206016293, 19.9624073645
10.671, 350.32190432, 18.5122275861
10.672, 408.47696308, 19.9756574145
10.673, 425.203308257, 20.3831111595
10.674, 388.782763996, 19.4845719657
10.675, 407.423849107, 19.9480414
10.676, 379.378979556, 19.2568247752
10.677, 404.320058229, 19.8676966295
10.678, 374.238901719, 19.119554014
10.679, 367.912860012, 18.9705784176
10.68, 420.425653467, 20.2945839807
10.681, 385.107867325, 19.3981553279
10.682, 350.138167078, 18.5025182714
10.683, 373.999720058, 19.1073344221
10.684, 362.542767586, 18.8192692202
10.685, 349.528348375, 18.4961519823
10.686, 374.117262741, 19.1133395799
10.687, 361.312073484, 18.8061601459
10.688, 373.007061487, 19.1822835186
10.689, 382.510773085, 19.2918437623
10.69, 348.664906023, 18.4246660343
10.691, 369.815368729, 18.9930326611
10.692, 375.963006162, 19.1328256284
10.693, 353.53226609, 18.552725047
10.694, 381.00608314, 19.2650546781
10.695, 350.814433718, 18.4866717213
10.696, 410.822363383, 20.0186192672
10.697, 355.58833413, 18.6094124392
10.698, 330.596766903, 17.9529249634
10.699, 356.428214088, 18.627858629
10.7, 355.46453132, 18.6029333247
10.701, 348.946218543, 18.4395315661
10.702, 337.387284361, 18.1353445811
10.703, 334.19224271, 18.0420140934
10.704, 365.35908388, 18.8640087899
10.705, 340.62483484, 18.2044133326
10.706, 342.80673035, 18.2688846638
10.707, 369.124997051, 18.9575764499
10.708, 332.62002118, 18.0097334528
10.709, 324.353235162, 17.7718936116
10.71, 344.855763804, 18.3260770836
10.711, 340.987143433, 18.2237766165
10.712, 362.947751299, 18.814943426
10.713, 344.940315677, 18.3565238202
10.714, 332.457710522, 18.0009451313
10.715, 366.008116859, 18.8723647282
10.716, 329.540844829, 17.922044479
10.717, 357.495725607, 18.6836495369
10.718, 375.263085365, 19.1220002687
10.719, 368.358904995, 18.943247144
10.72, 355.957396581, 18.6287270081
10.721, 329.727386724, 17.9321895405
10.722, 353.654454007, 18.5591372448
10.723, 382.786377145, 19.3057437903
10.724, 330.596766903, 17.9529249634
10.725, 379.608902899, 19.2437044626
10.726, 349.063176125, 18.4457120113
10.727, 344.465447556, 18.3312529905
10.728, 342.591356651, 18.2834040471
10.729, 385.221765046, 19.4038924366
10.73, 336.857223166, 18.1330832233
10.731, 354.145848138, 18.6105848229
10.732, 354.455021959, 18.6011495829
10.733, 347.128326578, 18.3949381419
10.734, 362.131120034, 18.7979009658
10.735, 389.239234195, 19.4829796492
10.736, 342.25420474, 18.2654109351
10.737, 356.948247206, 18.6550369023
10.738, 363.743154288, 18.8561765295
10.739, 362.710294566, 18.8026338442
10.74, 342.556416364, 18.281539355
10.741, 324.318037814, 17.7967146413
10.742, 357.302776345, 18.6991363116
10.743, 345.918711902, 18.3825635073
10.744, 335.217088502, 18.0973423742
10.745, 369.937467182, 18.9993034116
10.746, 323.394762087, 17.7728447402
10.747, 375.405972581, 19.1292812657
10.748, 347.038059683, 18.3901547409
10.749, 343.782703056, 18.3208962821
10.75, 361.474911159, 18.7891852908
10.751, 340.573775705, 18.2277506458
10.752, 352.449439491, 18.5470807177
10.753, 347.205602552, 18.3990331311
10.754, 337.96368323, 18.1663273496
10.755, 367.913550515, 18.9454291722
10.756, 332.576306569, 18.0073665222
10.757, 357.077534643, 18.6617937975
10.758, 367.515083201, 18.9249104001
10.759, 340.346345339, 18.2155784109
10.76, 375.831252158, 19.1509519189
10.761, 339.573021363, 18.2002910269
10.762, 336.902777035, 18.161883896
10.763, 323.365221018, 17.7712212481
10.764, 348.842692955, 18.4598688398
10.765, 366.009253574, 18.8975779752
10.766, 332.431722285, 18.0259962512
10.767, 373.818025967, 19.0980518221
10.768, 352.556402696, 18.5527094831
10.769, 344.937534865, 18.3563758351
10.77, 346.380509902, 18.3811523289
10.771, 324.121250285, 17.7859160698
10.772, 324.448780991, 17.8038890773
10.773, 372.214997125, 19.0660167098
10.774, 363.204046933, 18.8282296024
10.775, 332.344146657, 18.0212474927
10.776, 352.464580779, 18.5478775035
10.777, 327.08163938, 17.8677955671
10.778, 342.968797793, 18.3035473133
10.779, 362.706518588, 18.8277693875
10.78, 357.298977183, 18.6733669563
10.781, 383.325470331, 19.3823313386
10.782, 330.925801149, 18.0240555064
10.783, 369.266348931, 18.9899134103
10.784, 336.761283365, 18.1542562011
10.785, 357.232803247, 18.6699085356
10.786, 367.60366404, 19.0307325046
10.787, 364.724876618, 18.8312637675
10.788, 362.707262466, 18.7772472494
10.789, 330.398182876, 17.9157282734
10.79, 334.91289362, 18.054612499
10.791, 372.361843906, 19.0236566926
10.792, 397.417657497, 19.6716417086
10.793, 368.97676043, 18.9499632915
10.794, 443.267652171, 20.7766277289
10.795, 432.375756186, 20.5157136543
10.796, 381.081650003, 19.2688756138
10.797, 503.159449468, 22.1239900918
10.798, 395.845258695, 19.6420283588
10.799, 404.433537046, 19.8493061011
10.8, 426.820561188, 20.4137459473
10.801, 382.776124534, 19.3052267022
10.802, 317.782493642, 17.5978685047
10.803, 400.610224245, 19.7571402969
10.804, 366.67262781, 18.9066287034
10.805, 402.202444073, 19.7875611658
10.806, 367.113545687, 18.9042335305
10.807, 363.601791616, 18.8235567578
10.808, 367.200077585, 18.9086894249
10.809, 367.177457356, 18.9075246134
10.81, 357.380356892, 18.6521483125
10.811, 330.136360252, 17.9279227646
10.812, 371.118255991, 19.0098381975
10.813, 379.203889044, 19.2231728921
10.814, 365.317974449, 18.8618862515
10.815, 359.627102195, 18.7184580118
10.816, 348.175596692, 18.4245678008
10.817, 368.402344593, 18.9454810714
10.818, 379.033480852, 19.2392876729
10.819, 361.838767061, 18.7827251857
10.82, 348.005722611, 18.4155784961
10.821, 352.853843947, 18.5426891982
10.822, 336.240569498, 18.0998886486
10.823, 347.885417705, 18.4092122662
10.824, 330.786615149, 17.9632345963
10.825, 367.464842982, 18.9223233182
10.826, 355.03899498, 18.6061766577
10.827, 373.065028815, 19.0595818244
10.828, 371.018445157, 19.0297235763
10.829, 324.482744209, 17.7789896438
10.83, 359.364161265, 18.7047720335
10.831, 342.506776635, 18.2788901836
10.832, 328.359818753, 17.9108993629
10.833, 338.051766259, 18.1710620155
10.834, 387.874200733, 19.4390376264
10.835, 364.101530202, 18.849428076
10.836, 359.017839033, 18.7121265416
10.837, 342.027227301, 18.2793630409
10.838, 382.733643874, 19.3276981411
10.839, 338.522454538, 18.1701162931
10.84, 356.501729638, 18.6317007414
10.841, 384.490886151, 19.3670775503
10.842, 354.857193145, 18.5966491492
10.843, 347.775444175, 18.4033927464
10.844, 347.935365254, 18.4377045351
10.845, 374.283272936, 19.14684137
10.846, 369.913636763, 18.9980795254
10.847, 348.493615948, 18.4672872173
10.848, 351.514348125, 18.5235547188
10.849, 341.336831271, 18.2685899223
10.85, 381.086200114, 19.293802178
10.851, 360.043971649, 18.7401559132
10.852, 348.752709055, 18.4293058518
10.853, 388.196712253, 19.4552008916
10.854, 336.450682093, 18.1111990463
10.855, 329.598680007, 17.9517731245
10.856, 372.047075624, 19.0574152451
10.857, 377.799487524, 19.2014199818
10.858, 370.006883557, 19.0279961884
10.859, 332.114703056, 18.008805992
10.86, 341.37128216, 18.2443065939
10.861, 345.389663577, 18.3544492015
10.862, 336.738773205, 18.1267070412
10.863, 355.762331597, 18.6440838427
10.864, 363.700264217, 18.8286546551
10.865, 334.362606753, 18.0775907252
10.866, 317.702558349, 17.6204955716
10.867, 353.130187919, 18.5829040008
10.868, 336.676081728, 18.1496631186
10.869, 323.446906552, 17.7757104498
10.87, 334.714210692, 18.0701935437
10.871, 344.843013913, 18.3513457588
10.872, 321.360721071, 17.7146746936
10.873, 365.99157135, 18.8966650169
10.874, 325.972829545, 17.8338688664
10.875, 309.947541146, 17.4060068846
10.876, 353.334545116, 18.5936579672
10.877, 345.082196589, 18.3640742289
10.878, 342.804830995, 18.2947967387
10.879, 349.84834876, 18.4872032637
10.88, 363.704034759, 18.8541486021
10.881, 320.009206216, 17.6940523722
10.882, 372.280007429, 19.0693467409
10.883, 343.835768511, 18.4287639438
10.884, 323.89946686, 17.7470308351
10.885, 359.824716, 18.7034094274
10.886, 336.748716181, 18.1272422733
10.887, 326.064294477, 17.8122201126
10.888, 365.319931832, 18.861987314
10.889, 331.119367624, 17.9548342693
10.89, 388.486779003, 19.4453162589
10.891, 336.283833031, 18.1022175321
10.892, 327.209570508, 17.8481572752
10.893, 353.562755003, 18.5799429156
10.894, 333.128373349, 18.0108608759
10.895, 352.524997764, 18.5254081266
10.896, 373.825124013, 19.0735222843
10.897, 347.107779002, 18.3680616021
10.898, 358.847432426, 18.7032448938
10.899, 314.977202647, 17.5233575498
10.9, 329.411009061, 17.9149833743
10.901, 373.377074007, 19.0755239535
10.902, 319.045829047, 17.6138654397
10.903, 314.692792375, 17.5075347447
10.904, 374.984667479, 19.1078131368
10.905, 370.866092134, 19.0219093128
10.906, 334.826832099, 18.0499730616
10.907, 349.723432899, 18.45483736
10.908, 310.06927034, 17.412842942
10.909, 320.176386309, 17.676281186
10.91, 372.034840697, 19.0318205328
10.911, 324.604524837, 17.7856622221
10.912, 345.086886743, 18.3383592527
10.913, 336.589698991, 18.1186823502
10.914, 356.682305537, 18.6411381041
10.915, 354.978056339, 18.6029831068
10.916, 310.069288825, 17.3854362327
10.917, 328.059166548, 17.8944998186
10.918, 336.624922801, 18.120578454
10.919, 326.330184825, 17.8534196591
10.92, 353.722688647, 18.5627180736
10.921, 321.882105815, 17.7165034768
10.922, 371.631921366, 19.0361497451
10.923, 349.774032849, 18.4575075095
10.924, 375.345584428, 19.1262041118
10.925, 311.909544, 17.4338658135
10.926, 323.645941851, 17.7598338678
10.927, 304.983304509, 17.2363471887
10.928, 373.555333762, 19.084631096
10.929, 304.342213754, 17.2276651631
10.93, 342.570207731, 18.2822753722
10.931, 355.507205515, 18.6307137031
10.932, 317.999025963, 17.6098594337
10.933, 346.00449778, 18.3611987348
10.934, 346.614885735, 18.3935898009
10.935, 321.631042535, 17.7026848662
10.936, 340.462305993, 18.2217847075
10.937, 316.034849023, 17.5550367981
10.938, 328.40924541, 17.9135954172
10.939, 316.01026569, 17.5536712484
10.94, 369.11463272, 18.9821112433
10.941, 329.766317205, 17.9609035766
10.942, 295.644091646, 16.9820885419
10.943, 313.692620954, 17.5061894288
10.944, 346.691985259, 18.4236562441
10.945, 371.420708559, 19.0253307643
10.946, 341.860938673, 18.2704758824
10.947, 303.319301526, 17.1973513463
10.948, 333.551456736, 18.0601660937
10.949, 351.99544606, 18.5489068672
10.95, 336.746908323, 18.127144956
10.951, 298.100804178, 17.0669558101
10.952, 352.081596475, 18.5534466873
10.953, 359.380370341, 18.7310217912
10.954, 311.721694168, 17.4506616533
10.955, 347.310864923, 18.4046111685
10.956, 336.681838378, 18.1236422295
10.957, 310.64322897, 17.4176167812
10.958, 368.179346167, 18.9591161176
10.959, 338.825160431, 18.1863639636
10.96, 355.125678143, 18.6107193763
10.961, 317.521592049, 17.6104587752
10.962, 348.368884651, 18.4606774874
10.963, 327.00261655, 17.8634787128
10.964, 294.571122537, 16.9765918614
10.965, 349.381598396, 18.4883863463
10.966, 289.771923205, 16.8121174048
10.967, 331.254179426, 17.9886254871
10.968, 359.740873456, 18.7243797641
10.969, 351.262509855, 18.5102837385
10.97, 315.019443818, 17.5257075838
10.971, 334.236795714, 18.0707886474
10.972, 324.277093297, 17.7944678409
10.973, 348.309832564, 18.4575482139
10.974, 339.57484384, 18.2003887073
10.975, 339.982658809, 18.2222466014
10.976, 343.170747559, 18.3143249616
10.977, 340.797849433, 18.2397432311
10.978, 356.316703367, 18.6475310225
10.979, 326.171555565, 17.8447411032
10.98, 338.053582887, 18.1711596634
10.981, 338.921630884, 18.1915419933
10.982, 324.412162277, 17.8018796522
10.983, 343.942516914, 18.3294130955
10.984, 343.663632124, 18.3145507442
10.985, 319.452089818, 17.6632481124
10.986, 343.322135151, 18.3224042095
10.987, 316.64897569, 17.589150176
10.988, 314.480809183, 17.5228951319
10.989, 329.442658349, 17.9699645406
10.99, 340.209341336, 18.2343962355
10.991, 330.998899834, 17.9747626311
10.992, 340.886614685, 18.2706964457
10.993, 339.040929724, 18.1979453317
10.994, 327.245074318, 17.8767236808
10.995, 337.37268045, 18.160830379
10.996, 311.305069135, 17.4273383407
10.997, 345.509253841, 18.3608043814
10.998, 328.269829845, 17.9059907773
10.999, 356.016866532, 18.6574230028
11.0, 374.628477001, 19.139457091
11.001, 316.575864834, 17.6122970949
11.002, 375.897133473, 19.1792415527
11.003, 347.726896232, 18.4526001487
11.004, 358.082455894, 18.7143135764
11.005, 315.847478953, 17.5990460777
11.006, 320.075535973, 17.6977198986
11.007, 360.687572689, 18.7736551099
11.008, 350.728798389, 18.5078903009
11.009, 338.048133061, 18.1708667228
11.01, 353.039965834, 18.5781562098
11.011, 334.103000784, 18.0635549139
11.012, 301.66213492, 17.1865108186
11.013, 327.927661382, 17.9408170887
11.014, 331.910636959, 18.0242741503
11.015, 312.711753747, 17.4787045091
11.016, 336.376406082, 18.1335080892
11.017, 352.98205806, 18.575108907
11.018, 335.801925314, 18.1289159197
11.019, 335.67810921, 18.1222314681
11.02, 320.868070118, 17.7144676294
11.021, 354.482499556, 18.6282760646
11.022, 305.903864675, 17.2883732977
11.023, 327.274087901, 17.878308633
11.024, 317.181786395, 17.6187466321
11.025, 339.406924395, 18.2439048904
11.026, 351.245937437, 18.5351796276
11.027, 355.973780518, 18.6551650367
11.028, 303.919275204, 17.2313681665
11.029, 369.007844586, 19.0017790152
11.03, 343.912020723, 18.3277878899
11.031, 339.132054082, 18.202836411
11.032, 325.8860266, 17.8827568767
11.033, 314.252564651, 17.5374381091
11.034, 313.473335216, 17.5212723284
11.035, 346.523061158, 18.414679401
11.036, 313.737309275, 17.5086833421
11.037, 345.424860636, 18.3823096176
11.038, 349.142922805, 18.4757562405
11.039, 336.609038422, 18.1460489224
11.04, 372.557306126, 19.0835508478
11.041, 317.923924675, 17.6327730439
11.042, 336.678800263, 18.1498096704
11.043, 367.81190795, 18.9653730573
11.044, 342.383315887, 18.2983939017
11.045, 329.011501774, 17.9464464315
11.046, 384.788934834, 19.4067423315
11.047, 326.615403962, 17.8690239065
11.048, 338.858448524, 18.2144230475
11.049, 339.089506226, 18.2268429318
11.05, 343.143974869, 18.3390466935
11.051, 328.68577936, 17.9286793935
11.052, 298.420858804, 17.0852796726
11.053, 303.314313176, 17.2247908299
11.054, 332.38971597, 18.0237184731
11.055, 365.14543861, 18.9034709043
11.056, 363.363983195, 18.8618977844
11.057, 327.552175657, 17.8934999937
11.058, 313.495293991, 17.5224996918
11.059, 319.121348273, 17.6720103729
11.06, 319.14626419, 17.6733901438
11.061, 348.771464227, 18.4560995965
11.062, 327.235827144, 17.9029670596
11.063, 330.867120223, 17.994173828
11.064, 309.29970377, 17.3970950748
11.065, 341.504004661, 18.2775371609
11.066, 314.294027462, 17.539752017
11.067, 325.699421398, 17.8456535621
11.068, 318.005198165, 17.6372806537
11.069, 341.087840486, 18.281481661
11.07, 317.529717794, 17.6380734517
11.071, 341.282672823, 18.2656913236
11.072, 303.801532254, 17.2524593122
11.073, 335.932166285, 18.1359472303
11.074, 340.029504449, 18.2510068567
11.075, 333.455477933, 18.0549693149
11.076, 333.032589357, 18.0585780623
11.077, 297.534243999, 17.062520601
11.078, 335.808596145, 18.2359512621
11.079, 367.07426772, 18.9273383394
11.08, 336.678224118, 18.1234476733
11.081, 332.107766285, 17.981997377
11.082, 338.586041501, 18.173529309
11.083, 325.946584309, 17.832432998
11.084, 357.894068512, 18.6789595939
11.085, 342.562852197, 18.2818828223
11.086, 326.823639423, 17.8537015614
11.087, 335.103102963, 18.0648663771
11.088, 322.869910013, 17.7440003818
11.089, 334.895756209, 18.0799946293
11.09, 334.390255214, 18.0527041811
11.091, 328.653708881, 17.9003047532
11.092, 303.179431608, 17.1894211153
11.093, 354.79896065, 18.6191988548
11.094, 330.840770711, 17.9661754924
11.095, 315.204593714, 17.5360081637
11.096, 334.817541675, 18.0757720665
11.097, 339.486476234, 18.1956524178
11.098, 318.390212801, 17.6315222209
11.099, 378.523011745, 19.2133768695
11.1, 307.542461262, 17.3256992104
11.101, 277.762963079, 16.4512344413
11.102, 314.335593795, 17.5148037192
11.103, 347.618633991, 18.4209203906
11.104, 333.522371275, 18.0321626995
11.105, 321.207997439, 17.7062559626
11.106, 336.622626123, 18.1467814134
11.107, 353.900032233, 18.5720247398
11.108, 373.849132314, 19.0996410196
11.109, 315.483150706, 17.551505329
11.11, 332.721769046, 18.0152425979
11.111, 337.510374143, 18.1419609408
11.112, 356.052886144, 18.633724373
11.113, 359.057334839, 18.7141850758
11.114, 333.62079267, 18.0374839336
11.115, 329.57884335, 17.9241110246
11.116, 310.403065407, 17.4041509255
11.117, 344.846719641, 18.3515429647
11.118, 338.023611021, 18.1695486065
11.119, 337.501320365, 18.1414742793
11.12, 339.040018728, 18.1978964341
11.121, 361.996054494, 18.790889835
11.122, 361.377821653, 18.7841386536
11.123, 314.130663271, 17.5033849745
11.124, 325.859820854, 17.854442135
11.125, 363.241108173, 18.8301508297
11.126, 341.707655503, 18.2622837897
11.127, 295.296487217, 16.9901889074
11.128, 329.459555366, 17.9441956246
11.129, 371.087194345, 19.033249757
11.13, 372.284008805, 19.0695517039
11.131, 333.384650516, 18.0511343597
11.132, 335.634498852, 18.0935130701
11.133, 344.624516834, 18.3397181042
11.134, 290.512465657, 16.855082529
11.135, 351.061744292, 18.5254597912
11.136, 359.901046472, 18.7327167104
11.137, 310.307270476, 17.3987797497
11.138, 359.553215751, 18.7400305503
11.139, 331.046901479, 17.9773693412
11.14, 316.050109567, 17.5558844876
11.141, 351.263452396, 18.5103334071
11.142, 365.055449934, 18.8735213674
11.143, 334.669304069, 18.0677691729
11.144, 325.26022814, 17.8215893783
11.145, 329.90351322, 17.9417681617
11.146, 340.965411253, 18.2487112588
11.147, 322.086869822, 17.7277737592
11.148, 352.974465007, 18.5747093349
11.149, 351.655988785, 18.5310186773
11.15, 322.547458963, 17.7531247463
11.151, 306.775915676, 17.3100206543
11.152, 348.569183408, 18.4453954096
11.153, 349.680135722, 18.4783143018
11.154, 330.40015685, 17.9687780737
11.155, 350.165479903, 18.503961576
11.156, 325.627599638, 17.8417183194
11.157, 346.605579064, 18.3930959298
11.158, 346.127062489, 18.3936355244
11.159, 302.77903537, 17.1943931604
11.16, 307.535029589, 17.32528054
11.161, 317.49941226, 17.6092286344
11.162, 324.138655479, 17.7868711671
11.163, 335.652814966, 18.1208659094
11.164, 314.7699504, 17.539006103
11.165, 324.638982445, 17.8143262427
11.166, 323.301812837, 17.7677365171
11.167, 319.829306803, 17.6841053158
11.168, 285.717295621, 16.7182331645
11.169, 297.318167423, 17.0501293852
11.17, 341.667662377, 18.2862962383
11.171, 316.081719574, 17.5848059495
11.172, 319.830167085, 17.6841528828
11.173, 381.598899261, 19.3197593392
11.174, 341.113882221, 18.2566575306
11.175, 343.354460774, 18.3241293623
11.176, 310.951157041, 17.4899839111
11.177, 308.377840127, 17.3178557522
11.178, 348.669575284, 18.4249127743
11.179, 308.604059778, 17.3305597755
11.18, 346.798196686, 18.3774439805
11.181, 344.263655992, 18.294611716
11.182, 313.398308325, 17.4625781
11.183, 324.173484678, 17.7620447612
11.184, 363.531625875, 18.8199242983
11.185, 325.061144822, 17.8106812474
11.186, 329.433965762, 17.9162318721
11.187, 333.09714354, 18.0091724105
11.188, 325.371128137, 17.8009499755
11.189, 346.662607112, 18.3702588515
11.19, 311.719863745, 17.4232638291
11.191, 350.928227029, 18.4926682237
11.192, 294.127469179, 16.9229282452
11.193, 327.240244378, 17.8498304294
11.194, 303.893831639, 17.2022839423
11.195, 300.143047537, 17.0999642862
11.196, 323.717973871, 17.7637865721
11.197, 312.597115461, 17.4450527447
11.198, 328.161720216, 17.8735083204
11.199, 306.00551649, 17.2665504041
11.2, 312.312229377, 17.4563735019
11.201, 343.67470501, 18.3151408413
11.202, 340.748436426, 18.2370986118
11.203, 334.532861899, 18.0604030786
11.204, 320.624328811, 17.674081838
11.205, 341.753837115, 18.2387073325
11.206, 348.866732146, 18.4353312284
11.207, 334.641468014, 18.0662663896
11.208, 283.699521767, 16.6286720985
11.209, 314.911329037, 17.519692755
11.21, 346.138097414, 18.368288381
11.211, 336.482266758, 18.1128992543
11.212, 331.569597112, 17.979247809
11.213, 324.54275324, 17.7822776459
11.214, 330.148739017, 17.9285949885
11.215, 319.109158047, 17.6442866182
11.216, 327.534128353, 17.8658607899
11.217, 306.56587135, 17.2981687734
11.218, 308.432925014, 17.3483416093
11.219, 356.003225178, 18.6311254087
11.22, 362.528154151, 18.8185106499
11.221, 309.208385008, 17.3644974189
11.222, 331.816098071, 17.9926142391
11.223, 316.140007119, 17.5608780978
11.224, 352.250830604, 18.5366292468
11.225, 325.123986905, 17.8141244775
11.226, 341.189165739, 18.234573532
11.227, 335.176550471, 18.0951538502
11.228, 318.726801875, 17.6231452573
11.229, 300.615158046, 17.1268617036
11.23, 335.99421253, 18.1129046528
11.231, 314.399742193, 17.5183780729
11.232, 338.852457817, 18.1878291446
11.233, 326.60982588, 17.8420213684
11.234, 360.596213952, 18.743511292
11.235, 327.390193695, 17.8846512531
11.236, 322.172481315, 17.7324858457
11.237, 325.194713297, 17.817999703
11.238, 319.471830806, 17.6643396375
11.239, 372.63746929, 19.0876570559
11.24, 340.371904679, 18.2169463649
11.241, 345.365570136, 18.3531688452
11.242, 307.082375702, 17.2997798496
11.243, 335.503966572, 18.086476286
11.244, 327.196729778, 17.8740827182
11.245, 303.451971825, 17.2048733791
11.246, 332.212085221, 18.0406441774
11.247, 320.48352851, 17.6932378765
11.248, 329.930081275, 17.9432130626
11.249, 335.143226545, 18.0933547936
11.25, 297.863813374, 17.0533875422
11.251, 318.235502166, 17.6229547967
11.252, 306.434225624, 17.2907405819
11.253, 330.094100831, 17.9787564918
11.254, 346.72939869, 18.3996665864
11.255, 307.620636754, 17.3576845632
11.256, 315.068457772, 17.5284344131
11.257, 357.530298919, 18.6854564274
11.258, 318.408172393, 17.6325167708
11.259, 301.087137195, 17.1537516372
11.26, 355.443242534, 18.6273616585
11.261, 343.641488492, 18.3133706639
11.262, 332.568278603, 18.0069318475
11.263, 348.390510095, 18.4359404719
11.264, 350.552677707, 18.4985964468
11.265, 323.118960468, 17.7845803887
11.266, 310.388900692, 17.4033567167
11.267, 345.209044669, 18.3448508814
11.268, 341.951872083, 18.2753357434
11.269, 308.193711685, 17.3623880269
11.27, 326.703264028, 17.8738307025
11.271, 316.516265181, 17.5817784008
11.272, 318.305573434, 17.6268351394
11.273, 348.107772175, 18.5250848379
11.274, 332.23857518, 17.9890800334
11.275, 311.960485281, 17.4095244352
11.276, 329.225706765, 17.9049057283
11.277, 346.628262209, 18.3684388549
11.278, 343.290863439, 18.2687457093
11.279, 320.470587169, 17.6656069903
11.28, 321.359714068, 17.6877508526
11.281, 348.525819422, 18.4173162146
11.282, 334.716630392, 18.0440322657
11.283, 342.248698232, 18.2651170641
11.284, 344.856687679, 18.3261261795
11.285, 308.713160011, 17.3366866169
11.286, 320.612299008, 17.6734187077
11.287, 330.281426922, 17.9358005521
11.288, 326.300991941, 17.8251504071
11.289, 309.810088442, 17.3709029916
11.29, 336.581571466, 18.1182448441
11.291, 311.791697836, 17.4272789224
11.292, 325.215171367, 17.7924176307
11.293, 308.915033357, 17.3480234026
11.294, 313.778773487, 17.4837776483
11.295, 356.581963016, 18.6358939449
11.296, 338.082542876, 18.1465041341
11.297, 340.814323621, 18.2406249413
11.298, 324.207335478, 17.7638995071
11.299, 338.912752109, 18.164902195
11.3, 319.524482837, 17.6402909331
11.301, 331.640751104, 17.9831061098
11.302, 369.957566572, 18.9753105775
11.303, 306.173736153, 17.2760423025
11.304, 339.570442442, 18.1740515361
11.305, 336.419103357, 18.1094991574
11.306, 324.183031624, 17.7625678555
11.307, 305.37118135, 17.2582683227
11.308, 358.3159151, 18.7009763192
11.309, 326.688658959, 17.846327857
11.31, 326.295747687, 17.8248639243
11.311, 328.555016985, 17.8949294448
11.312, 349.039778337, 18.4444755909
11.313, 329.408360416, 17.9148393281
11.314, 318.858427345, 17.6304231353
11.315, 344.422006493, 18.3289412082
11.316, 306.070320708, 17.2702070221
11.317, 321.423751092, 17.7181491578
11.318, 321.846708919, 17.7145552193
11.319, 324.899786929, 17.80184016
11.32, 344.553287429, 18.335927523
11.321, 344.95279772, 18.3312335902
11.322, 320.062111247, 17.6699722943
11.323, 327.405982707, 17.8588708854
11.324, 318.562849516, 17.6140799505
11.325, 325.718428956, 17.8199506918
11.326, 326.815747886, 17.853270463
11.327, 325.660003095, 17.8434937628
11.328, 342.253286976, 18.265361956
11.329, 339.253479347, 18.1831643493
11.33, 305.474453896, 17.2641048437
11.331, 308.514910998, 17.3529530523
11.332, 305.447399573, 17.2625758495
11.333, 353.683401217, 18.5862829493
11.334, 351.337929144, 18.5142580665
11.335, 309.521409469, 17.3820762192
11.336, 343.827953176, 18.3233077552
11.337, 329.699082426, 17.9306502142
11.338, 319.961650982, 17.6644260892
11.339, 328.801655505, 17.9350000389
11.34, 318.485165027, 17.6367803985
