twotheta, intensity, esd
5.066, 313.59583689, 17.5281194345
5.067, 373.46717536, 19.1301571967
5.068, 298.364649817, 17.1101413931
5.069, 347.725022896, 18.4525007375
5.07, 330.380667115, 17.9943644819
5.071, 311.069221165, 17.4689980929
5.072, 310.123807817, 17.4711218418
5.073, 314.052045848, 17.5536187689
5.074, 318.312701979, 17.6543355041
5.075, 342.156810502, 18.3124757938
5.076, 326.762043612, 17.9038765329
5.077, 297.954490106, 17.0866202063
5.078, 313.864831261, 17.5431546005
5.079, 334.995082551, 18.1383313107
5.08, 302.156158672, 17.2146566931
5.081, 306.502779668, 17.3222214021
5.082, 322.493840786, 17.7771367365
5.083, 305.103320901, 17.2985002275
5.084, 310.624933564, 17.4440478287
5.085, 332.938420643, 18.053471796
5.086, 304.001449657, 17.2638123388
5.087, 348.835695272, 18.5114400761
5.088, 317.404819258, 17.6311356143
5.089, 316.134018393, 17.6150120776
5.09, 317.830390157, 17.6547751364
5.091, 320.408461036, 17.7161280987
5.092, 303.653402655, 17.2440472418
5.093, 303.9055548, 17.2583666055
5.094, 321.566216861, 17.7530108783
5.095, 288.849374422, 16.8153198984
5.096, 353.303587312, 18.617841254
5.097, 309.682331234, 17.4186166162
5.098, 308.04640639, 17.3817088781
5.099, 330.848619121, 18.0466548676
5.1, 309.996475077, 17.4362861782
5.101, 332.221934007, 18.0411790118
5.102, 309.343004046, 17.3995305735
5.103, 325.780494984, 17.8769659067
5.104, 327.816134306, 17.9347154782
5.105, 346.386828772, 18.4335022158
5.106, 363.988478277, 18.8943147628
5.107, 312.227728281, 17.5064588973
5.108, 320.97931851, 17.7476921345
5.109, 333.666247206, 18.0929379421
5.11, 329.775223923, 17.9881048494
5.111, 317.998534867, 17.6641152031
5.112, 296.154205761, 17.0395386313
5.113, 300.747259462, 17.1622787687
5.114, 342.157733006, 18.3125251668
5.115, 302.202632821, 17.2173044514
5.116, 328.632914297, 17.9525385173
5.117, 322.966777997, 17.9124609856
5.118, 324.082965439, 17.7838152169
5.119, 315.054090033, 17.5276350821
5.12, 295.720271192, 16.9864643703
5.121, 314.356692352, 17.5159793325
5.122, 331.239047365, 17.9878037465
5.123, 314.643914184, 17.5319833553
5.124, 325.3493707, 17.8264736585
5.125, 318.822660435, 17.6554699107
5.126, 331.798962851, 18.0182097327
5.127, 294.485522962, 16.9716586248
5.128, 326.243401643, 17.8486717791
5.129, 275.900376692, 16.4276290135
5.13, 320.399156302, 17.68857986
5.131, 324.756879599, 17.8207957626
5.132, 304.648688213, 17.2450135267
5.133, 317.829870414, 17.6275565839
5.134, 316.942865656, 17.6054751136
5.135, 314.654061015, 17.5325487375
5.136, 324.437445744, 17.8032670639
5.137, 321.432387267, 17.7186252179
5.138, 352.672529979, 18.5845867792
5.139, 299.36329704, 17.1112008352
5.14, 305.268421038, 17.2800942651
5.141, 299.090501164, 17.0956081922
5.142, 317.606074232, 17.6151443463
5.143, 294.736121267, 16.9861009948
5.144, 305.215038074, 17.2770724568
5.145, 290.080153118, 16.8300004262
5.146, 328.585007021, 17.9231826088
5.147, 301.872612904, 17.1706430659
5.148, 307.162984943, 17.331861277
5.149, 335.387455367, 18.1065399586
5.15, 308.410301277, 17.3745898091
5.151, 317.615463917, 17.6156651192
5.152, 334.890245364, 18.1061179428
5.153, 287.701083192, 16.7769391667
5.154, 313.109773933, 17.5009514414
5.155, 309.946707714, 17.4059600808
5.156, 315.016393063, 17.5527379074
5.157, 309.863387138, 17.4012809712
5.158, 288.709433293, 16.8071732481
5.159, 312.964922144, 17.4928550984
5.16, 310.711176867, 17.4488910726
5.161, 324.244198354, 17.819527311
5.162, 272.242343017, 16.3260519058
5.163, 309.124960525, 17.3872663397
5.164, 290.790167091, 16.8711943353
5.165, 292.196738898, 16.924325944
5.166, 329.941231758, 17.9704303938
5.167, 315.804031757, 17.5966251966
5.168, 287.950617869, 16.7914904783
5.169, 324.504711998, 17.8338443906
5.17, 309.928373343, 17.4049304608
5.171, 300.678403359, 17.158349464
5.172, 288.585700744, 16.8285245647
5.173, 328.441521521, 17.9420831246
5.174, 299.619646784, 17.1258534396
5.175, 310.640001757, 17.444894027
5.176, 302.658938555, 17.2153696045
5.177, 265.548065079, 16.1290097713
5.178, 272.193110129, 16.3525440597
5.179, 336.580054991, 18.1444864725
5.18, 321.450081354, 17.7465992754
5.181, 280.759133051, 16.5995866483
5.182, 312.707442511, 17.5058453672
5.183, 289.469426791, 16.8229195742
5.184, 302.999291822, 17.2347290436
5.185, 315.395701876, 17.5738730239
5.186, 321.209410855, 17.733312351
5.187, 306.53332362, 17.3239476152
5.188, 282.005008463, 16.6152392904
5.189, 297.729783537, 17.0737340914
5.19, 294.549717978, 16.9753582834
5.191, 270.325525831, 16.2697465436
5.192, 327.261398574, 17.9043660644
5.193, 288.675246083, 16.8051830451
5.194, 324.712198068, 17.8452472275
5.195, 325.063813335, 17.8376385264
5.196, 295.937116091, 17.0270481525
5.197, 320.890962227, 17.7428067103
5.198, 273.195188642, 16.383192933
5.199, 290.333050782, 16.8731102872
5.2, 304.45962818, 17.289831649
5.201, 323.475216462, 17.804188843
5.202, 275.256539312, 16.4184373525
5.203, 299.870778609, 17.1402077948
5.204, 336.570356993, 18.170401189
5.205, 278.489290445, 16.5232738618
5.206, 282.341075386, 16.6350397627
5.207, 305.884082355, 17.3149445308
5.208, 293.26529967, 16.9577818916
5.209, 268.476830472, 16.2173607487
5.21, 303.953084859, 17.2610657703
5.211, 305.528669196, 17.3226162796
5.212, 298.243897433, 17.1032166774
5.213, 334.183041842, 18.1209609542
5.214, 286.380059007, 16.7570135708
5.215, 288.544087305, 16.9126298975
5.216, 307.436800112, 17.3197466883
5.217, 299.820757385, 17.1094075074
5.218, 305.049259354, 17.2676883486
5.219, 294.99900363, 16.9730728815
5.22, 317.534389491, 17.61116855
5.221, 300.408144456, 17.1429270171
5.222, 304.538286327, 17.2387640922
5.223, 292.462989427, 16.9113890789
5.224, 294.358800183, 16.9643553939
5.225, 307.563106684, 17.32686229
5.226, 291.327080028, 16.8739544367
5.227, 305.482653122, 17.2645682288
5.228, 288.455553524, 16.7923936781
5.229, 313.749733187, 17.5367213111
5.23, 303.342065517, 17.2263668461
5.231, 279.601161093, 16.5311227817
5.232, 309.745148862, 17.3946409564
5.233, 294.495031569, 16.9722066206
5.234, 291.284790044, 16.8715049588
5.235, 310.684961899, 17.4199567265
5.236, 342.70542192, 18.2894914785
5.237, 256.891696787, 15.8388228615
5.238, 288.322193432, 16.7846301418
5.239, 303.035439453, 17.2089539857
5.24, 312.042870004, 17.4686415724
5.241, 285.28507575, 16.6929425969
5.242, 315.895538108, 17.5744479795
5.243, 311.581021377, 17.4427865733
5.244, 295.953020471, 16.9998337186
5.245, 300.941506244, 17.1454546465
5.246, 300.718478867, 17.1327481713
5.247, 331.121598384, 17.9814257267
5.248, 298.461014364, 17.0875786707
5.249, 300.034306655, 17.1215937934
5.25, 323.123881662, 17.7579579322
5.251, 297.339760957, 17.0513676968
5.252, 317.726474981, 17.6218220415
5.253, 298.200998046, 17.0726921392
5.254, 301.699958636, 17.1608224174
5.255, 302.975165825, 17.2055311316
5.256, 300.202135897, 17.1311710452
5.257, 285.316507644, 16.6947817776
5.258, 299.392295745, 17.1128583619
5.259, 321.150596658, 17.7300653399
5.26, 289.879262272, 16.818345051
5.261, 285.80497388, 16.7233635
5.262, 297.187873051, 17.0426574708
5.263, 303.23924406, 17.220527761
5.264, 333.588248304, 18.0621581756
5.265, 269.93578776, 16.2462898626
5.266, 297.233423127, 17.045269604
5.267, 283.683498091, 16.6563839143
5.268, 294.836956601, 16.9919122919
5.269, 347.587387885, 18.4451969487
5.27, 272.286343439, 16.3286905591
5.271, 301.409644315, 17.1721257434
5.272, 297.354158388, 17.0521933378
5.273, 289.526270699, 16.8262231372
5.274, 313.733092851, 17.5084480369
5.275, 287.458164286, 16.7627736458
5.276, 280.190274083, 16.5659534638
5.277, 295.641524761, 17.0100409996
5.278, 266.154482695, 16.1360917599
5.279, 288.425304085, 16.7906327119
5.28, 260.153259937, 15.9491888491
5.281, 295.790441696, 17.0186090894
5.282, 310.892958961, 17.431619022
5.283, 315.09184264, 17.5569419636
5.284, 300.557778705, 17.1514659634
5.285, 281.544788323, 16.5881239289
5.286, 267.225272346, 16.1713039167
5.287, 303.274326086, 17.2225200197
5.288, 297.394158571, 17.0544872047
5.289, 289.609630208, 16.8310676913
5.29, 297.792346303, 17.0773218414
5.291, 340.18993594, 18.2596179808
5.292, 275.950124727, 16.4305911054
5.293, 295.756185484, 17.0166381228
5.294, 281.297532287, 16.602411887
5.295, 312.618950184, 17.5008914301
5.296, 274.445315578, 16.3992629257
5.297, 297.765072121, 17.075757765
5.298, 287.266530966, 16.7801680205
5.299, 306.163923843, 17.3307853023
5.3, 295.689261497, 17.0410319484
5.301, 254.529608385, 15.7834851633
5.302, 274.734742103, 16.3873133152
5.303, 281.052071962, 16.5879246166
5.304, 276.046701959, 16.436341496
5.305, 253.695919657, 15.7621355753
5.306, 301.481045714, 17.1761936749
5.307, 278.63506921, 16.5319231799
5.308, 285.807281929, 16.7234985513
5.309, 283.220110976, 16.6579288373
5.31, 328.338828492, 17.9364732161
5.311, 273.924737035, 16.3681561664
5.312, 282.087050482, 16.6200730619
5.313, 290.748064567, 16.9546201841
5.314, 297.675930058, 17.0426307907
5.315, 277.269702457, 16.4509134982
5.316, 256.671739917, 15.8252612791
5.317, 290.814165097, 16.8442458934
5.318, 284.41022897, 16.6703292609
5.319, 300.591759286, 17.1255286128
5.32, 279.189054539, 16.5067574177
5.321, 277.985004161, 16.4643854024
5.322, 280.294161092, 16.5431920932
5.323, 270.283731424, 16.2378343252
5.324, 276.417108061, 16.4292849116
5.325, 287.776086187, 16.7528385963
5.326, 271.655566525, 16.2908636123
5.327, 297.786232801, 17.0489458761
5.328, 264.510890468, 16.0660132685
5.329, 288.324518424, 16.7847654908
5.33, 274.60035813, 16.3792976116
5.331, 274.601096144, 16.3793416325
5.332, 298.762839004, 17.0768794667
5.333, 286.887299554, 16.7294843625
5.334, 298.476722975, 17.0605254617
5.335, 270.552366318, 16.2539731023
5.336, 281.675044079, 16.5957983691
5.337, 278.357607186, 16.4864537863
5.338, 275.823933342, 16.4230774322
5.339, 307.790389402, 17.3396664797
5.34, 270.571990312, 16.2551520529
5.341, 277.430603477, 16.460460047
5.342, 266.364786633, 16.1192310874
5.343, 285.661947591, 16.7149945742
5.344, 277.370988737, 16.4569229966
5.345, 268.77967793, 16.2061010187
5.346, 290.73223624, 16.8678332772
5.347, 279.285029033, 16.5124318082
5.348, 294.957799885, 16.9707021814
5.349, 286.358505462, 16.7271273114
5.35, 287.814947523, 16.7835790269
5.351, 275.92339221, 16.4289994008
5.352, 272.92563782, 16.3376633151
5.353, 263.037766587, 16.0358340203
5.354, 279.60867887, 16.5315672623
5.355, 279.819340882, 16.5440224308
5.356, 259.097658048, 15.9144225256
5.357, 297.036140242, 17.0339561389
5.358, 265.36713408, 16.1180202812
5.359, 273.807602772, 16.361156901
5.36, 258.45677893, 15.9051029807
5.361, 276.720390165, 16.4473109597
5.362, 242.346968063, 15.3874009602
5.363, 280.58732823, 16.560495059
5.364, 255.944954341, 15.8105443535
5.365, 309.727670578, 17.3936594125
5.366, 280.571486067, 16.5595600415
5.367, 267.693411458, 16.1700382712
5.368, 269.324814173, 16.23897007
5.369, 279.711713138, 16.5376590543
5.37, 273.774469751, 16.3591770635
5.371, 268.630206254, 16.1970886072
5.372, 282.356368212, 16.6071267758
5.373, 291.357630431, 16.8757239465
5.374, 275.843967793, 16.4242703212
5.375, 284.524180891, 16.677008402
5.376, 303.029736867, 17.2086301439
5.377, 270.655061298, 16.2895798853
5.378, 281.189143566, 16.5960146955
5.379, 269.291448949, 16.2369583101
5.38, 269.164591544, 16.2293094285
5.381, 278.76645117, 16.5106686353
5.382, 249.946656233, 15.6505444081
5.383, 284.937159947, 16.7012146229
5.384, 300.316819514, 17.1377155178
5.385, 273.989609155, 16.3720325486
5.386, 259.647834833, 15.948215752
5.387, 288.426079632, 16.7906778602
5.388, 282.966148419, 16.6429917265
5.389, 238.987778625, 15.2980138375
5.39, 247.393638029, 15.5518067023
5.391, 287.418748024, 16.7604751344
5.392, 261.321992512, 15.9908035964
5.393, 257.559384656, 15.8799895867
5.394, 302.29332091, 17.1945731168
5.395, 286.742324789, 16.7495474408
5.396, 281.497865201, 16.585359301
5.397, 251.546022815, 15.6892696335
5.398, 273.126974899, 16.3497155996
5.399, 268.037667203, 16.1908330623
5.4, 312.131036446, 17.4735772659
5.401, 279.011883815, 16.5252050225
5.402, 272.880854992, 16.3349825602
5.403, 266.466420295, 16.155003535
5.404, 281.929086169, 16.6107660823
5.405, 263.707238095, 16.0766476803
5.406, 292.547982115, 16.9163036988
5.407, 265.058761871, 16.0992901942
5.408, 269.898037142, 16.2440178131
5.409, 259.482816133, 15.9380798931
5.41, 273.393430905, 16.3656659828
5.411, 267.636830948, 16.2558784236
5.412, 252.280924895, 15.6742219056
5.413, 255.881018975, 15.80659486
5.414, 274.598882114, 16.3792095705
5.415, 263.371999563, 16.026441977
5.416, 265.66688933, 16.1065305396
5.417, 277.257791287, 16.4502067869
5.418, 273.075396735, 16.317404508
5.419, 277.042821827, 16.4374522596
5.42, 254.603249634, 15.7577705503
5.421, 272.297089176, 16.3000376226
5.422, 272.064865309, 16.2861364172
5.423, 261.361746755, 15.963363333
5.424, 307.516864788, 17.3242572085
5.425, 308.013739464, 17.3247637954
5.426, 272.498963557, 16.3121220706
5.427, 277.02795738, 16.436570325
5.428, 276.024870348, 16.4059716472
5.429, 260.733154423, 15.9547714425
5.43, 260.739456841, 15.9551570998
5.431, 260.637255212, 15.9489031823
5.432, 247.350399371, 15.549088608
5.433, 276.38963741, 16.4276521503
5.434, 257.124474883, 15.8531749448
5.435, 270.457194005, 16.2482554357
5.436, 253.417380503, 15.7448299288
5.437, 268.45711374, 16.1866519745
5.438, 275.691185918, 16.4151734001
5.439, 264.089692353, 16.0701142803
5.44, 261.179979242, 15.9821135267
5.441, 255.263432576, 15.7986302461
5.442, 257.731605189, 15.8604767067
5.443, 277.995979026, 16.4940048021
5.444, 275.555604097, 16.4071006026
5.445, 271.48483878, 16.280625271
5.446, 275.655610566, 16.4130551765
5.447, 281.346606837, 16.5764474242
5.448, 277.400047722, 16.4586471187
5.449, 274.744345992, 16.3878861657
5.45, 257.249672352, 15.8608940753
5.451, 293.280436126, 16.9303618136
5.452, 245.584155516, 15.4994554805
5.453, 261.987839495, 16.0016036111
5.454, 263.468561368, 16.0620969927
5.455, 265.166467872, 16.1058321027
5.456, 276.884200976, 16.4570473125
5.457, 275.731219166, 16.4175570552
5.458, 237.707155904, 15.2473221592
5.459, 279.759089119, 16.5694602015
5.46, 289.369809144, 16.8171301556
5.461, 269.024824469, 16.220882157
5.462, 268.062909007, 16.1923577951
5.463, 242.333290826, 15.3865325477
5.464, 254.472056448, 15.7799163441
5.465, 273.656728369, 16.3521415203
5.466, 246.009158421, 15.5262785205
5.467, 265.040938194, 16.0982076095
5.468, 290.668851899, 16.8641558161
5.469, 257.388846746, 15.8694749621
5.47, 288.450123671, 16.7920775801
5.471, 260.380180536, 15.9631006466
5.472, 276.860361896, 16.4556303994
5.473, 243.422517278, 15.4246176902
5.474, 265.580988135, 16.1310094707
5.475, 248.409104097, 15.5848650438
5.476, 272.469687855, 16.3103695912
5.477, 271.043821682, 16.2834982636
5.478, 254.355661888, 15.7726986699
5.479, 274.175549412, 16.3831432617
5.48, 250.480047328, 15.6532735482
5.481, 270.362667762, 16.2719819589
5.482, 250.443654646, 15.6509992569
5.483, 296.158998094, 17.0398143631
5.484, 247.445544376, 15.5550696701
5.485, 267.96557395, 16.1864782646
5.486, 273.869472539, 16.3648538801
5.487, 251.829386209, 15.7069433961
5.488, 249.062942723, 15.6258860313
5.489, 262.473343236, 16.0312570425
5.49, 274.442356359, 16.3990861
5.491, 272.833151757, 16.332126986
5.492, 266.012023553, 16.1274549194
5.493, 275.062391921, 16.4068568945
5.494, 263.644685736, 16.0728342384
5.495, 266.761100553, 16.172869053
5.496, 258.299601467, 15.8954304786
5.497, 254.598156547, 15.7877358629
5.498, 249.780338014, 15.6401303032
5.499, 235.977596929, 15.1990724535
5.5, 252.907631725, 15.7435884242
5.501, 254.718891031, 15.7952226576
5.502, 258.362866741, 15.8993237435
5.503, 251.500662612, 15.6864404556
5.504, 264.543715154, 16.0977420088
5.505, 265.387860694, 16.1192791861
5.506, 249.974285147, 15.6522744074
5.507, 212.917726956, 14.4524436593
5.508, 284.580043019, 16.6802826867
5.509, 254.73879577, 15.7964569587
5.51, 239.264283396, 15.3157133778
5.511, 254.84729695, 15.8031851612
5.512, 278.992353478, 16.5240482876
5.513, 253.562717977, 15.7538597507
5.514, 254.504940081, 15.7819554717
5.515, 251.459378741, 15.6838655241
5.516, 234.076236061, 15.139571458
5.517, 254.769688594, 15.7983726353
5.518, 263.26542499, 16.0796355408
5.519, 197.849761145, 13.9194471973
5.52, 265.397152986, 16.1198435866
5.521, 268.535446075, 16.2209014281
5.522, 244.894162524, 15.4867958766
5.523, 252.547453674, 15.7211672147
5.524, 232.017042357, 15.0695851021
5.525, 260.539401007, 15.9728619595
5.526, 273.971176451, 16.3709311169
5.527, 249.132817032, 15.6302698548
5.528, 271.659375116, 16.3204788641
5.529, 241.830365452, 15.3856576029
5.53, 239.920263944, 15.3263228927
5.531, 244.87634988, 15.4856694276
5.532, 240.892601555, 15.3571209075
5.533, 248.378372633, 15.5829369916
5.534, 266.445601709, 16.153741371
5.535, 272.638140998, 16.3792801768
5.536, 234.753478872, 15.1833741358
5.537, 243.121264578, 15.4365635762
5.538, 229.828287974, 15.0228280945
5.539, 250.885123251, 15.6785879966
5.54, 280.954461579, 16.5821635715
5.541, 244.633828231, 15.4703326665
5.542, 227.216625628, 14.9160088627
5.543, 238.175572798, 15.277367966
5.544, 249.113328908, 15.6290471952
5.545, 280.473658668, 16.5827082776
5.546, 265.277118091, 16.1125528387
5.547, 277.208671152, 16.476332707
5.548, 262.888289507, 16.0566009888
5.549, 246.019769182, 15.5269481932
5.55, 281.236127019, 16.5987876976
5.551, 263.839548755, 16.0847138672
5.552, 284.990113971, 16.704318453
5.553, 258.138538514, 15.9156976904
5.554, 258.843580727, 15.9289062736
5.555, 224.120937027, 14.8088648612
5.556, 251.185723936, 15.697373464
5.557, 244.862497393, 15.484793414
5.558, 237.517922314, 15.2666358825
5.559, 245.46752718, 15.5230547294
5.56, 237.339816226, 15.2551879851
5.561, 244.074163954, 15.4659096831
5.562, 262.701897191, 16.0452165827
5.563, 255.240183752, 15.8275482326
5.564, 301.429419393, 17.2012065346
5.565, 261.6896935, 16.0133039386
5.566, 235.195215379, 15.180213564
5.567, 250.470622274, 15.6833528237
5.568, 268.569469334, 16.2229566053
5.569, 222.886108666, 14.7920215166
5.57, 235.49670946, 15.1996729077
5.571, 279.217117553, 16.5373605249
5.572, 222.592165175, 14.7725137129
5.573, 234.517802327, 15.1681310596
5.574, 271.090811633, 16.3158058493
5.575, 248.870319676, 15.6138011111
5.576, 255.292568283, 15.8307966188
5.577, 255.131347842, 15.8207992733
5.578, 221.531332333, 14.7346079124
5.579, 251.890481012, 15.7107539626
5.58, 251.187757472, 15.6975005459
5.581, 272.974596254, 16.3699642679
5.582, 239.05281895, 15.3021771793
5.583, 236.042434497, 15.203248574
5.584, 235.494802861, 15.1995498501
5.585, 250.579844474, 15.6595101808
5.586, 215.596540917, 14.5341359013
5.587, 243.239968447, 15.4441004728
5.588, 237.164533996, 15.2439215933
5.589, 239.488706367, 15.3615966906
5.59, 240.320913147, 15.3519167252
5.591, 217.704754392, 14.6099866803
5.592, 230.573354278, 15.0394219224
5.593, 250.985243506, 15.6848448213
5.594, 247.047424802, 15.5608326241
5.595, 260.604688546, 15.9768645358
5.596, 244.435279872, 15.4887920156
5.597, 238.646484018, 15.3075737672
5.598, 239.288161101, 15.3172418303
5.599, 254.573755464, 15.8166755419
5.6, 209.924900306, 14.3488455879
5.601, 218.05292203, 14.6333519236
5.602, 224.717957328, 14.8483131745
5.603, 259.972891144, 15.968181519
5.604, 251.895387979, 15.7417225669
5.605, 242.525218368, 15.4298653228
5.606, 238.539529488, 15.3007133503
5.607, 246.228184495, 15.5092309476
5.608, 255.968336537, 15.8119887471
5.609, 234.526443776, 15.1370490135
5.61, 252.1693185, 15.697628168
5.611, 245.351754818, 15.4847880674
5.612, 215.812960853, 14.5157662925
5.613, 252.166607082, 15.6974593813
5.614, 241.17774997, 15.3752993764
5.615, 247.762778836, 15.5750118523
5.616, 243.470304302, 15.4276457444
5.617, 245.088196451, 15.4681542127
5.618, 223.727688518, 14.7828808362
5.619, 229.94663269, 14.9985432597
5.62, 240.693592835, 15.3444339218
5.621, 264.942594613, 16.092234361
5.622, 246.470600913, 15.5245000859
5.623, 267.5611302, 16.162047813
5.624, 265.759694484, 16.1121570181
5.625, 252.167284931, 15.6975015776
5.626, 265.279260619, 16.1126829728
5.627, 256.131442953, 15.8220643559
5.628, 271.898164417, 16.3054119215
5.629, 251.033121447, 15.6572792733
5.63, 253.110196362, 15.7257445683
5.631, 222.776259458, 14.7522666302
5.632, 219.811344032, 14.6526668041
5.633, 264.072643538, 16.0690768434
5.634, 249.620961273, 15.6301508429
5.635, 232.808793849, 15.0892028503
5.636, 221.002248218, 14.6994171928
5.637, 237.8479356, 15.2563522339
5.638, 256.311996773, 15.8332177469
5.639, 266.691834114, 16.1390225696
5.64, 233.736248736, 15.1175817743
5.641, 259.819901249, 15.9287516627
5.642, 242.290966302, 15.3838452254
5.643, 216.619333737, 14.5700036297
5.644, 251.408252343, 15.711279953
5.645, 259.290791811, 15.9262852816
5.646, 247.109205722, 15.5339265487
5.647, 238.809582202, 15.2866071817
5.648, 230.789307955, 15.0215743937
5.649, 238.656044916, 15.2767789991
5.65, 237.938891078, 15.2621864187
5.651, 248.431823545, 15.5862904326
5.652, 232.063904767, 15.0726288314
5.653, 230.789462693, 15.0535178514
5.654, 243.240705432, 15.4130970707
5.655, 235.626694741, 15.1764712072
5.656, 232.995590996, 15.1013098673
5.657, 251.37211813, 15.6784229603
5.658, 251.525033225, 15.687960484
5.659, 257.553141482, 15.8796046597
5.66, 227.85495553, 14.9257735961
5.661, 237.82872855, 15.2551202303
5.662, 232.4056345, 15.0948242927
5.663, 260.679844807, 15.9814721329
5.664, 261.174358132, 15.98176956
5.665, 255.471645967, 15.8115168798
5.666, 241.717112118, 15.3784522339
5.667, 221.14439939, 14.7088720259
5.668, 239.030276216, 15.3007341805
5.669, 243.035424078, 15.4311132823
5.67, 224.302066322, 14.8208330391
5.671, 247.646054012, 15.5676742267
5.672, 247.371018999, 15.5503848113
5.673, 260.940769401, 15.9974686099
5.674, 233.003119307, 15.1017978051
5.675, 236.677792051, 15.2126359035
5.676, 231.871577127, 15.0601370863
5.677, 217.091706085, 14.5688455136
5.678, 226.174297622, 14.8796928702
5.679, 254.210226909, 15.7940895013
5.68, 243.725167668, 15.4749073569
5.681, 257.411710666, 15.8708846518
5.682, 255.293647117, 15.8005002686
5.683, 219.426156822, 14.6596096504
5.684, 236.179855264, 15.2120997032
5.685, 249.294103128, 15.6096844442
5.686, 240.485053482, 15.3624021579
5.687, 236.050064788, 15.2037400332
5.688, 261.876051501, 16.024707549
5.689, 232.284098836, 15.0869305104
5.69, 264.514491208, 16.0959637033
5.691, 261.574059152, 16.0062280469
5.692, 240.242490428, 15.3469070112
5.693, 227.3054058, 14.9218369831
5.694, 234.074975024, 15.1394898967
5.695, 231.935234732, 15.0642716692
5.696, 255.061824137, 15.8164880799
5.697, 264.424721429, 16.090501125
5.698, 222.23734302, 14.7489656462
5.699, 196.859000264, 13.8841589273
5.7, 253.420790271, 15.7450417778
5.701, 234.069931011, 15.1391636603
5.702, 211.694131608, 14.4026186523
5.703, 238.138339609, 15.2749797063
5.704, 248.261739505, 15.6684447777
5.705, 245.645955241, 15.4725579404
5.706, 244.355652903, 15.452741212
5.707, 237.102424827, 15.2085327104
5.708, 232.238352511, 15.0522304279
5.709, 239.347831117, 15.2897553673
5.71, 233.495080227, 15.1019834891
5.711, 244.467373065, 15.4598062532
5.712, 222.430762406, 14.7293877802
5.713, 224.431073863, 14.7970780182
5.714, 238.074527147, 15.2395550585
5.715, 251.067519616, 15.6594247342
5.716, 255.613250405, 15.7900539328
5.717, 208.804385948, 14.2722558766
5.718, 233.02173116, 15.0713682411
5.719, 227.462190761, 14.9000453077
5.72, 241.747042339, 15.3803564453
5.721, 227.925453879, 14.9303916321
5.722, 248.97411682, 15.5896483293
5.723, 201.068452242, 14.0078575705
5.724, 220.954112915, 14.6962155924
5.725, 222.767279706, 14.7516719901
5.726, 244.112194307, 15.4373451995
5.727, 240.141724132, 15.3092517936
5.728, 239.337542063, 15.2890980933
5.729, 228.562584506, 14.9400948253
5.73, 266.51282468, 16.1281897021
5.731, 247.041516933, 15.5296714556
5.732, 217.847138545, 14.5867195954
5.733, 232.343732585, 15.0590605019
5.734, 228.284160768, 14.9218955341
5.735, 256.308548706, 15.8330047488
5.736, 217.473764438, 14.5617190219
5.737, 227.754494163, 14.9191928149
5.738, 240.226214083, 15.3146381042
